Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Weighted-mean ICVF in tract parahippocampal part of cingulum (right),25657,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.290150404036846,,,,continuous-25657-both_sexes--irnt
Central pulse pressure during PWA,12678,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17181,,0.290272012144751,,,,continuous-12678-both_sexes--irnt
I20 Angina pectoris,131296,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,16742,264843,0.290523440414449,0.0231338287591055,,,icd_first_occurrence-131296-both_sexes--
Tonsiltis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2262,279281,0.290531756190252,0.0750333793586711,,,categorical-20002-both_sexes-1598-
"Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right)",25871,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.292230253900907,,,,continuous-25871-both_sexes--irnt
Mean ISOVF in corticospinal tract on FA skeleton (left),25447,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.295059942746965,,,,continuous-25447-both_sexes--irnt
Mean OD in sagittal stratum on FA skeleton (right),25422,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.295414277714829,,,,continuous-25422-both_sexes--irnt
M54 Dorsalgia,131928,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,39838,241747,0.29559385652647,0.0130020977559457,,,icd_first_occurrence-131928-both_sexes--
Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right),25482,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.296274492136429,,,,continuous-25482-both_sexes--irnt
Rheumatoid factor,30820,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,23520,,0.296335239463136,,,,continuous-30820-both_sexes--irnt
Mean MD in body of corpus callosum on FA skeleton,25107,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.296459294383793,,,,continuous-25107-both_sexes--irnt
S06.5 Excision of lesion of skin of head or neck NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8309,273277,0.297409480858824,-0.0415456982497621,,,categorical-41200-both_sexes-S065-
Weighted-mean MO in tract acoustic radiation (left),25542,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.297891622471674,,,,continuous-25542-both_sexes--irnt
Mean ISOVF in corticospinal tract on FA skeleton (right),25446,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.298225760876555,,,,continuous-25446-both_sexes--irnt
N97 Female infertility,132156,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2236,151111,0.299786817502283,0.0764879111604339,,,icd_first_occurrence-132156-both_sexes--
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,16898,261613,0.299855485607938,0.0296435116489824,,,categorical-6154-both_sexes-5-
Volume of grey matter in IX Cerebellum (right),25917,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.300625705740697,,,,continuous-25917-both_sexes--irnt
K22 Other diseases of oesophagus,131586,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,9717,271868,0.301197577708806,0.0311411696592643,,,icd_first_occurrence-131586-both_sexes--
Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right),25474,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.301544649935391,,,,continuous-25474-both_sexes--irnt
Systolic brachial blood pressure,12697,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17411,,0.303880379497659,,,,continuous-12697-both_sexes--irnt
"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (left)",25812,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.305423100173932,,,,continuous-25812-both_sexes--irnt
M17 Gonarthrosis [arthrosis of knee],131872,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,19933,261652,0.305465375325294,0.0204166007443278,,,icd_first_occurrence-131872-both_sexes--
E03 Other hypothyroidism,130696,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,19152,262433,0.305852858465528,-0.0294782267664794,,,icd_first_occurrence-130696-both_sexes--
Mean MD in external capsule on FA skeleton (right),25136,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.307058452114995,,,,continuous-25136-both_sexes--irnt
Aspirin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,36597,244946,0.307290200944898,-0.0208329258877942,,,categorical-20003-both_sexes-1140868226-
H40 Glaucoma,131186,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,8243,273342,0.308517844029023,-0.0416678993006667,,,icd_first_occurrence-131186-both_sexes--
Weighted-mean OD in tract posterior thalamic radiation (left),25696,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.308764212200822,,,,continuous-25696-both_sexes--irnt
Mean FA in posterior corona radiata on FA skeleton (right),25082,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.309447698827947,,,,continuous-25082-both_sexes--irnt
Weighted-mean OD in tract superior longitudinal fasciculus (left),25698,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.310002309050793,,,,continuous-25698-both_sexes--irnt
Median T2star in hippocampus (left),25034,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.310470904105794,,,,continuous-25034-both_sexes--irnt
Systolic brachial blood pressure during PWA,12674,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17184,,0.310699986799348,,,,continuous-12674-both_sexes--irnt
Weighted-mean L1 in tract corticospinal tract (left),25577,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.310949051382635,,,,continuous-25577-both_sexes--irnt
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,8133,270378,0.312822450602803,-0.0416267730767832,,,categorical-6154-both_sexes-6-
Volume of ventricular cerebrospinal fluid (normalised for head size),25003,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.314071167743877,,,,continuous-25003-both_sexes--irnt
Weighted-mean ICVF in tract middle cerebellar peduncle,25666,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.314560505445207,,,,continuous-25666-both_sexes--irnt
Alcohol drinker status,20117,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,9028,272130,0.314656264798628,-0.041573707253213,,,categorical-20117-both_sexes-0-
Mean ISOVF in sagittal stratum on FA skeleton (left),25471,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.315297648812328,,,,continuous-25471-both_sexes--irnt
A09 Diarrhoea and gastro-enteritis of presumed infectious origin,130018,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,8486,273099,0.315340487303756,-0.0413618703636298,,,icd_first_occurrence-130018-both_sexes--
Weighted-mean MD in tract parahippocampal part of cingulum (left),25521,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.316446105381935,,,,continuous-25521-both_sexes--irnt
Weighted-mean MD in tract medial lemniscus (right),25533,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.319146677685774,,,,continuous-25533-both_sexes--irnt
HDL cholesterol,30760,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,246179,,0.319351355503776,-0.00676166264455266,,,continuous-30760-both_sexes--irnt
Hypertension,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,72697,208846,0.319880080529645,0.0118215094056615,,,categorical-20002-both_sexes-1065-
N32 Other disorders of bladder,132058,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9364,272221,0.32023476207777,0.0307606808843914,,,icd_first_occurrence-132058-both_sexes--
Mean L1 in medial lemniscus on FA skeleton (left),25209,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.320554909696369,,,,continuous-25209-both_sexes--irnt
Weighted-mean ISOVF in tract uncinate fasciculus (right),25730,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.321792320347055,,,,continuous-25730-both_sexes--irnt
Weighted-mean FA in tract superior longitudinal fasciculus (left),25509,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.322231267695756,,,,continuous-25509-both_sexes--irnt
"Tense, sore, or aching muscles during worst period of anxiety",20417,categorical,,Online follow-up > Mental health > Anxiety,,10407,16091,0.322375229045937,,,,categorical-20417-both_sexes--
W20.1 Primary open reduction of fracture of long bone and extramedullary fixation using plate NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2350,279236,0.323125050915147,0.0704619036021726,,,categorical-41200-both_sexes-W201-
Y84.2 Sedation NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2406,279180,0.324306033811444,0.0708574233870257,,,categorical-41210-both_sexes-Y842-
Mean ICVF in posterior corona radiata on FA skeleton (left),25371,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.325803250556142,,,,continuous-25371-both_sexes--irnt
Mean ISOVF in anterior limb of internal capsule on FA skeleton (left),25457,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.326178514983287,,,,continuous-25457-both_sexes--irnt
Vitamin B6,100012,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.326204147153371,0.0179627194736973,,,continuous-100012-both_sexes--irnt
Weighted-mean MO in tract anterior thalamic radiation (left),25544,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.326506476736977,,,,continuous-25544-both_sexes--irnt
Volume of grey matter in Supracalcarine Cortex (left),25874,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.326522402649679,,,,continuous-25874-both_sexes--irnt
Mean L1 in superior longitudinal fasciculus on FA skeleton (right),25240,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.326595331087631,,,,continuous-25240-both_sexes--irnt
Mean ICVF in middle cerebellar peduncle on FA skeleton,25344,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.326711567678049,,,,continuous-25344-both_sexes--irnt
L72 Follicular cysts of skin and subcutaneous tissue,131794,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,8322,273263,0.328499464550211,-0.041318487667259,,,icd_first_occurrence-131794-both_sexes--
Mean carotid IMT (intima-medial thickness) at 240 degrees ,22680,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18561,,0.328692469631938,,,,continuous-22680-both_sexes--irnt
Mean L1 in fornix cres+stria terminalis on FA skeleton (right),25238,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.328942904791052,,,,continuous-25238-both_sexes--irnt
Mean MO in sagittal stratum on FA skeleton (right),25182,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.328962220730666,,,,continuous-25182-both_sexes--irnt
Weighted-mean FA in tract inferior longitudinal fasciculus (left),25502,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.330190634067541,,,,continuous-25502-both_sexes--irnt
Frequency of drinking alcohol,20414,continuous,,Online follow-up > Mental health > Alcohol use,,93228,,0.33069384363967,0.0113393781733658,,,continuous-20414-both_sexes--
L87.1 Stripping of long saphenous vein,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2181,279405,0.331012067737352,0.0697544135205732,,,categorical-41210-both_sexes-L871-
H83 Other diseases of inner ear,131256,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,6755,274830,0.33289599286123,0.0391955578407766,,,icd_first_occurrence-131256-both_sexes--
Mean L1 in cingulum hippocampus on FA skeleton (left),25237,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.333029177589706,,,,continuous-25237-both_sexes--irnt
I73 Other peripheral vascular diseases,131386,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,5763,275822,0.334542597872381,0.0404277235349738,,,icd_first_occurrence-131386-both_sexes--
"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)",25854,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.334860341255461,,,,continuous-25854-both_sexes--irnt
X99.8 No procedure performed,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,91870,189716,0.335335380870457,0.00780373406964471,,,categorical-41200-both_sexes-X998-
I10 Essential (primary) hypertension,131286,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,69256,212329,0.335360368206688,0.00758665798457589,,,icd_first_occurrence-131286-both_sexes--
Enalapril,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2128,279415,0.336628681721795,0.0695193845160986,,,categorical-20003-both_sexes-1140888552-
Y02.2 Insertion of prosthesis into organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1688,279898,0.336746378488944,0.0694624336850191,,,categorical-41210-both_sexes-Y022-
Weighted-mean MO in tract inferior fronto-occipital fasciculus (left),25554,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.336752083812841,,,,continuous-25554-both_sexes--irnt
Mean L3 in cingulum cingulate gyrus on FA skeleton (left),25331,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.337016599984615,,,,continuous-25331-both_sexes--irnt
Mean FA in inferior cerebellar peduncle on FA skeleton (right),25066,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.338159933529517,,,,continuous-25066-both_sexes--irnt
Ventolin 100micrograms inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,8046,273497,0.3384625774192,-0.0413364841369187,,,categorical-20003-both_sexes-1140861998-
Angina,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,8633,272910,0.339556001572204,0.0307501131660362,,,categorical-20002-both_sexes-1074-
Volume of grey matter in Precuneous Cortex (right),25843,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.339839177342276,,,,continuous-25843-both_sexes--irnt
Glucosamine product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,18617,262926,0.340307118005157,-0.0281465584427293,,,categorical-20003-both_sexes-1141188442-
Frequency of feeling guilt or remorse after drinking alcohol in last year,20409,continuous,,Online follow-up > Mental health > Alcohol use,,51440,,0.341322508874925,0.00597561467397445,,,continuous-20409-both_sexes--
Mean FA in genu of corpus callosum on FA skeleton,25058,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.341631905237578,,,,continuous-25058-both_sexes--irnt
Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),25099,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.343121540199782,,,,continuous-25099-both_sexes--irnt
"H93 Other disorders of ear, not elsewhere classified",131264,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,8240,273345,0.343276043589542,-0.0413833802428516,,,icd_first_occurrence-131264-both_sexes--
Weighted-mean OD in tract medial lemniscus (left),25694,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.343540882011109,,,,continuous-25694-both_sexes--irnt
Mean L3 in inferior cerebellar peduncle on FA skeleton (right),25306,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.343550083391541,,,,continuous-25306-both_sexes--irnt
Mean L3 in fornix cres+stria terminalis on FA skeleton (right),25334,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.343764143005837,,,,continuous-25334-both_sexes--irnt
Pulmonary embolism +/- dvt,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2304,279239,0.344360945720754,0.0676064664976092,,,categorical-20002-both_sexes-1093-
Mean MO in tapetum on FA skeleton (left),25199,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.344952883636182,,,,continuous-25199-both_sexes--irnt
Vascular/heart problems diagnosed by doctor,6150,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,8690,272234,0.346016882090778,0.0302834623745805,,,categorical-6150-both_sexes-2-
Weighted-mean L2 in tract acoustic radiation (left),25596,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.346384498916074,,,,continuous-25596-both_sexes--irnt
Mean arterial pressure during PWA,12687,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17183,,0.347333430657075,,,,continuous-12687-both_sexes--irnt
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,2317,278682,0.348663316366835,0.0669021101366509,,,categorical-6152-both_sexes-7-
Weighted-mean FA in tract superior longitudinal fasciculus (right),25510,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.348710609426052,,,,continuous-25510-both_sexes--irnt
Weighted-mean OD in tract inferior fronto-occipital fasciculus (left),25689,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.349578592494295,,,,continuous-25689-both_sexes--irnt
"Volume of grey matter in Inferior Temporal Gyrus, posterior division (left)",25810,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.3507331529994,,,,continuous-25810-both_sexes--irnt
Mean OD in posterior thalamic radiation on FA skeleton (right),25420,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.351421605970115,,,,continuous-25420-both_sexes--irnt
M77 Other enthesopathies,131958,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,18811,262774,0.353222725689848,-0.0278933254834698,,,icd_first_occurrence-131958-both_sexes--
Weighted-mean L1 in tract inferior longitudinal fasciculus (right),25584,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.354046615356619,,,,continuous-25584-both_sexes--irnt
Maximum carotid IMT (intima-medial thickness) at 240 degrees ,22681,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18561,,0.354693915189917,,,,continuous-22681-both_sexes--irnt
Kidney stone/ureter stone/bladder stone,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2231,279312,0.354732505176696,0.0655414232762577,,,categorical-20002-both_sexes-1197-
Mastectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2800,150528,0.354765775383947,0.0668965177841698,,,categorical-20004-both_sexes-1368-
H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2353,279233,0.354829523706456,0.0660806208256074,,,categorical-41210-both_sexes-H259-
Mean L2 in superior longitudinal fasciculus on FA skeleton (left),25289,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.355060138326544,,,,continuous-25289-both_sexes--irnt
J04 Acute laryngitis and tracheitis,131432,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,2582,279003,0.355920549212607,0.0658098800159927,,,icd_first_occurrence-131432-both_sexes--
Smoking status,20116,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,28570,251824,0.355971713788984,-0.00782129210428388,,,categorical-20116-both_sexes-2-
Mean ICVF in posterior limb of internal capsule on FA skeleton (left),25363,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.356741825178378,,,,continuous-25363-both_sexes--irnt
Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),25726,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.35692091526023,,,,continuous-25726-both_sexes--irnt
Age when periods started (menarche),2714,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,149031,,0.356965743750805,-0.00667530387288114,,,continuous-2714-both_sexes--
Mean L2 in external capsule on FA skeleton (left),25281,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.356970524159867,,,,continuous-25281-both_sexes--irnt
Mean MO in superior fronto-occipital fasciculus on FA skeleton (right),25194,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.357177716651152,,,,continuous-25194-both_sexes--irnt
Volume of grey matter in Postcentral Gyrus (left),25814,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.357391956042913,,,,continuous-25814-both_sexes--irnt
Mean MO in cerebral peduncle on FA skeleton (right),25166,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.35830054947122,,,,continuous-25166-both_sexes--irnt
Weighted-mean FA in tract corticospinal tract (right),25497,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.358682622484274,,,,continuous-25497-both_sexes--irnt
Mean L3 in superior cerebellar peduncle on FA skeleton (right),25308,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.358841866906703,,,,continuous-25308-both_sexes--irnt
Ever had period of mania / excitability,20501,categorical,,Online follow-up > Mental health > Mania,,3911,87299,0.359140357491481,0.00735261658877231,,,categorical-20501-both_sexes--
Mean MO in cingulum hippocampus on FA skeleton (left),25189,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.359243278698064,,,,continuous-25189-both_sexes--irnt
Mean L2 in cingulum cingulate gyrus on FA skeleton (left),25283,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.359563410736303,,,,continuous-25283-both_sexes--irnt
"L98 Other disorders of skin and subcutaneous tissue, not elsewhere classified",131836,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,26561,255024,0.360483713424298,-0.0230079764977871,,,icd_first_occurrence-131836-both_sexes--
Ever had period extreme irritability,20502,categorical,,Online follow-up > Mental health > Mania,,23782,66732,0.360566678648127,-0.0131129039553072,,,categorical-20502-both_sexes--
M65.3 Endoscopic resection of prostate NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1654,126584,0.360945499386169,0.0661854409405955,,,categorical-41200-both_sexes-M653-
"Volume of grey matter in Cingulate Gyrus, posterior division (right)",25841,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.361316469752816,,,,continuous-25841-both_sexes--irnt
Mean L1 in external capsule on FA skeleton (right),25232,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.361544793639637,,,,continuous-25232-both_sexes--irnt
Mean L2 in corticospinal tract on FA skeleton (right),25254,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.363629515744714,,,,continuous-25254-both_sexes--irnt
Mean L1 in posterior limb of internal capsule on FA skeleton (right),25218,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.36428235937462,,,,continuous-25218-both_sexes--irnt
H66 Suppurative and unspecified otitis media,131230,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,5895,275690,0.364904530516818,0.0462121219926647,,,icd_first_occurrence-131230-both_sexes--
Vitamin D,30890,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,256790,,0.365033809618823,0.00639801842196983,,,continuous-30890-both_sexes--irnt
K02 Dental caries,131556,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2546,279039,0.366694629458583,0.0625941391930977,,,icd_first_occurrence-131556-both_sexes--
Mean L2 in superior longitudinal fasciculus on FA skeleton (right),25288,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.367022067581164,,,,continuous-25288-both_sexes--irnt
Weighted-mean MD in tract parahippocampal part of cingulum (right),25522,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.367522674316564,,,,continuous-25522-both_sexes--irnt
"Medication for cholesterol, blood pressure or diabetes",6177,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,31371,95664,0.368322975435117,0.0199684229860882,,,categorical-6177-both_sexes-2-
Frequency of consuming six or more units of alcohol,20416,continuous,,Online follow-up > Mental health > Alcohol use,,85780,,0.369276102709843,-0.0110901021749333,,,continuous-20416-both_sexes--
Mean L2 in body of corpus callosum on FA skeleton,25251,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.370116913927024,,,,continuous-25251-both_sexes--irnt
