Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
L65 Other nonscarring hair loss,131782,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1765,279820,0.260315365312477,0.0244114295951674,,,icd_first_occurrence-131782-both_sexes--
Albumin,30600,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,246304,,0.26068957586989,0.00188904436619625,,,continuous-30600-both_sexes--irnt
Mean MO in medial lemniscus on FA skeleton (left),25161,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.260735307994592,0.0226534077088932,,,continuous-25161-both_sexes--irnt
Volume of grey matter in IX Cerebellum (right),25917,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.261013049730824,-0.00444155272957235,,,continuous-25917-both_sexes--irnt
Volume of grey matter in Brain-Stem,25892,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.262460685124986,0.0104394265982041,,,continuous-25892-both_sexes--irnt
I84 Haemorrhoids,131404,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,17624,263961,0.262724127359879,0.0000596375184716828,,,icd_first_occurrence-131404-both_sexes--
Throat/larynx surgery (incl tracheostomy),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1681,279862,0.262832477742612,0.0256650700166893,,,categorical-20004-both_sexes-1129-
Mebeverine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1427,280116,0.263361048091252,0.0346084384275965,,,categorical-20003-both_sexes-1140879428-
L60 Nail disorders,131774,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,6468,275117,0.263551590021939,0.0122479547673054,,,icd_first_occurrence-131774-both_sexes--
X33.9 Unspecified other blood transfusion,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1333,280253,0.264680004084742,0.03850152966085,,,categorical-41200-both_sexes-X339-
Median T2star in accumbens (right),25039,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.265576911312656,-0.0208359584462621,,,continuous-25039-both_sexes--irnt
M06 Other rheumatoid arthritis,131850,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,5540,276045,0.265722527903448,-0.0410270206554841,,,icd_first_occurrence-131850-both_sexes--
Bipolar disorder status,20122,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,448,480,0.266201176368058,,,,categorical-20122-both_sexes--
Retinol,100018,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,42615,,0.266649541974101,0.011936576980397,,,continuous-100018-both_sexes--irnt
J32 Chronic sinusitis,131468,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,7362,274223,0.267261003919377,0.00741317199018362,,,icd_first_occurrence-131468-both_sexes--
Weighted-mean L1 in tract parahippocampal part of cingulum (left),25575,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.267751540702251,-0.0138235896502166,,,continuous-25575-both_sexes--irnt
Duration of eprime test,12651,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,17728,,0.267823093390779,-0.0193688546914708,,,continuous-12651-both_sexes--irnt
Red blood cell (erythrocyte) count,30010,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.268490792350675,-0.00470813555189446,,,continuous-30010-both_sexes--irnt
Lymphocyte count,30120,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273110,,0.269348780744575,-0.00421271312325034,,,continuous-30120-both_sexes--irnt
Mean FA in sagittal stratum on FA skeleton (right),25086,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.269484477201539,-0.0163536703528167,,,continuous-25086-both_sexes--irnt
S47.2 Drainage of lesion of skin NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1779,279807,0.271229247318781,0.0208208260943496,,,categorical-41200-both_sexes-S472-
Weighted-mean FA in tract posterior thalamic radiation (left),25507,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.272352522379606,0.00605195484424539,,,continuous-25507-both_sexes--irnt
N60 Benign mammary dysplasia,132096,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7142,146205,0.272484176094742,0.0238824671459562,,,icd_first_occurrence-132096-both_sexes--
Apolipoprotein A,30630,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,244741,,0.273113296229102,0.000109006094649378,,,continuous-30630-both_sexes--irnt
Weighted-mean MD in tract superior thalamic radiation (left),25538,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.274019970685066,0.00748021876110286,,,continuous-25538-both_sexes--irnt
Mean MO in fornix on FA skeleton,25157,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.274440390941668,0.0217038041615226,,,continuous-25157-both_sexes--irnt
A08 Viral and other specified intestinal infections,130016,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,2723,278862,0.274511823874363,0.0371313927762804,,,icd_first_occurrence-130016-both_sexes--
Volume of grey matter in Parietal Operculum Cortex (left),25866,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.275303595760876,-0.0193841654664828,,,continuous-25866-both_sexes--irnt
Weighted-mean OD in tract inferior fronto-occipital fasciculus (right),25690,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.275726006925474,0.0220531029009808,,,continuous-25690-both_sexes--irnt
Mean FA in fornix on FA skeleton,25061,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.27637550536055,0.0134711760165668,,,continuous-25061-both_sexes--irnt
"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)",25854,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.276772293910297,-0.00675948480280195,,,continuous-25854-both_sexes--irnt
Bladder problem (not cancer),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1669,279874,0.277933951163671,0.0227164752061746,,,categorical-20002-both_sexes-1201-
Nasonex 0.05% aqueous nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1437,280106,0.278200560236889,0.0357908296542941,,,categorical-20003-both_sexes-1141150944-
Mean MO in tapetum on FA skeleton (right),25198,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.278236139211266,0.0219549797356602,,,continuous-25198-both_sexes--irnt
Mean OD in tapetum on FA skeleton (right),25438,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.280503001465317,-0.0221785275463206,,,continuous-25438-both_sexes--irnt
Volume of grey matter in Crus II Cerebellum (left),25903,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.28107714909462,-0.0196898971909814,,,continuous-25903-both_sexes--irnt
"O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",132312,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1388,151959,0.281106165424185,0.0235850551983944,,,icd_first_occurrence-132312-both_sexes--
Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right),25364,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.282089113834885,-0.00217470945783311,,,continuous-25364-both_sexes--irnt
Mean L1 in posterior thalamic radiation on FA skeleton (right),25228,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.2824782486752,-0.021800837939893,,,continuous-25228-both_sexes--irnt
Y76.7 Arthroscopic approach to joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4890,276696,0.282795464787104,-0.0408312764706625,,,categorical-41210-both_sexes-Y767-
Mean OD in cerebral peduncle on FA skeleton (left),25407,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.282820118994941,-0.0215236683698489,,,continuous-25407-both_sexes--irnt
Pack years of smoking,20161,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,85404,,0.283231654040309,-0.00975285904200873,,,continuous-20161-both_sexes--irnt
J45 Asthma,131494,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,37874,243711,0.28445128938823,0.0162385159275121,,,icd_first_occurrence-131494-both_sexes--
Weighted-mean L3 in tract corticospinal tract (left),25631,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.285181644003457,0.015770908570554,,,continuous-25631-both_sexes--irnt
Mean OD in corticospinal tract on FA skeleton (right),25398,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.285613435967554,-0.0212637033232452,,,continuous-25398-both_sexes--irnt
Candesartan cilexetil,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3099,278444,0.288870649774351,0.029838809019429,,,categorical-20003-both_sexes-1141156836-
Arm fat mass (left),23124,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276590,,0.289395459551433,-0.0052158415489817,,,continuous-23124-both_sexes--irnt
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,4029,148582,0.289826225332636,-0.0438018989091991,,,categorical-6153-both_sexes-5-
Mean OD in superior corona radiata on FA skeleton (right),25416,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.290043846338997,0.0142183451639015,,,continuous-25416-both_sexes--irnt
Eosinophill percentage,30210,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.29028646759426,-0.000150663677072022,,,continuous-30210-both_sexes--irnt
Weighted-mean L2 in tract superior thalamic radiation (left),25619,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.291519429015081,0.0111575976951523,,,continuous-25619-both_sexes--irnt
Weighted-mean ISOVF in tract middle cerebellar peduncle,25720,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.291810231558123,-0.00749935072134361,,,continuous-25720-both_sexes--irnt
Age when last used oral contraceptive pill,2804,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,110192,,0.292973084424622,0.00273155585937609,,,continuous-2804-both_sexes--irnt
Minimum carotid IMT (intima-medial thickness) at 240 degrees ,22679,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18561,,0.292997429011631,0.018022313385171,,,continuous-22679-both_sexes--irnt
Weighted-mean FA in tract corticospinal tract (right),25497,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.29349227436942,-0.0210712135148308,,,continuous-25497-both_sexes--irnt
Weighted-mean L1 in tract superior longitudinal fasciculus (right),25591,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.293537022376417,-0.0123044365346904,,,continuous-25591-both_sexes--irnt
Y53.5 Approach to organ under image intensifier,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4906,276680,0.293644496949989,-0.0408475675021321,,,categorical-41210-both_sexes-Y535-
Mean FA in corticospinal tract on FA skeleton (right),25062,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.295166576768217,-0.0147066133980589,,,continuous-25062-both_sexes--irnt
Mean MD in superior longitudinal fasciculus on FA skeleton (right),25144,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.295450061783297,-0.013183989915955,,,continuous-25144-both_sexes--irnt
Ever self-harmed,20480,categorical,,Online follow-up > Mental health > Self-harm behaviours,,4030,89036,0.295589944970303,-0.0426362103256274,,,categorical-20480-both_sexes--
Median T2star in thalamus (left),25026,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.295741364533944,-0.0213146851179159,,,continuous-25026-both_sexes--irnt
K01 Embedded and impacted teeth,131554,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1405,280180,0.295884769190658,0.029956303601514,,,icd_first_occurrence-131554-both_sexes--
B02 Zoster [herpes zoster],130178,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,9178,272407,0.295986581099127,-0.0000360377745052246,,,icd_first_occurrence-130178-both_sexes--
K44 Diaphragmatic hernia,131620,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,25535,256050,0.297044740295265,-0.00342970025310707,,,icd_first_occurrence-131620-both_sexes--
Weighted-mean ICVF in tract acoustic radiation (right),25651,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.297509014677148,-0.000533189457196899,,,continuous-25651-both_sexes--irnt
"Volume of grey matter in Parahippocampal Gyrus, posterior division (left)",25850,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.298176880967448,0.0107947065711734,,,continuous-25850-both_sexes--irnt
Weighted-mean MD in tract inferior longitudinal fasciculus (left),25529,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.298702742482387,-0.0193480454575322,,,continuous-25529-both_sexes--irnt
Frequency of inability to cease drinking in last year,20413,continuous,,Online follow-up > Mental health > Alcohol use,,51410,,0.298859252882055,-0.00774149723078682,,,continuous-20413-both_sexes--
Mastectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2800,150528,0.29914065195694,0.0382493092950382,,,categorical-20004-both_sexes-1368-
Mean OD in anterior corona radiata on FA skeleton (left),25415,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.299303392068072,-0.014202257221751,,,continuous-25415-both_sexes--irnt
Central systolic blood pressure during PWA,12677,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17183,,0.29935104802597,-0.00720273794398358,,,continuous-12677-both_sexes--irnt
Weighted-mean ISOVF in tract superior longitudinal fasciculus (right),25726,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.299617667635638,-0.00257184274178108,,,continuous-25726-both_sexes--irnt
J44 Other chronic obstructive pulmonary disease,131492,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,8847,272738,0.299926838948495,0.0141739957236865,,,icd_first_occurrence-131492-both_sexes--
H68 Eustachian salpingitis and obstruction,131234,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,1481,280104,0.300292605605863,0.0325055966155467,,,icd_first_occurrence-131234-both_sexes--
Weighted-mean OD in tract parahippocampal part of cingulum (left),25683,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.3020966662446,-0.0183939986949284,,,continuous-25683-both_sexes--irnt
Volume of accumbens (left),25023,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.302277159284453,-0.018522783692478,,,continuous-25023-both_sexes--irnt
Weighted-mean ICVF in tract forceps major,25660,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.302697579880984,0.0209380406502252,,,continuous-25660-both_sexes--irnt
Weighted-mean ISOVF in tract uncinate fasciculus (right),25730,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.303573642753337,-0.0210971492273669,,,continuous-25730-both_sexes--irnt
Weighted-mean L2 in tract cingulate gyrus part of cingulum (left),25600,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.303680297247956,0.0195451055298515,,,continuous-25600-both_sexes--irnt
O16.1 Pelvis NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4694,276892,0.304124730559446,-0.0409107783208039,,,categorical-41210-both_sexes-O161-
Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left),25479,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.304221546753528,-0.0170065476308639,,,continuous-25479-both_sexes--irnt
Mean L1 in posterior corona radiata on FA skeleton (right),25226,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.305651651371046,-0.0056308022875334,,,continuous-25226-both_sexes--irnt
Weighted-mean ISOVF in tract parahippocampal part of cingulum (left),25710,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.306879066602097,-0.0139202345998145,,,continuous-25710-both_sexes--irnt
Median T2star in putamen (left),25030,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.307449083965143,-0.0201023427280838,,,continuous-25030-both_sexes--irnt
F10 Mental and behavioural disorders due to use of alcohol,130854,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,5462,276123,0.307667724572533,-0.0410091760740767,,,icd_first_occurrence-130854-both_sexes--
Mean L3 in superior longitudinal fasciculus on FA skeleton (right),25336,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.309237293740526,-0.00555967984475525,,,continuous-25336-both_sexes--irnt
Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),25268,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.310386746389792,0.0209437869689699,,,continuous-25268-both_sexes--irnt
W87.9 Unspecified diagnostic endoscopic examination of knee joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1879,279707,0.310967226159766,0.0182575073396219,,,categorical-41200-both_sexes-W879-
Neutrophill percentage,30200,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.313020640924809,0.0000273303938904377,,,continuous-30200-both_sexes--irnt
Amitriptyline,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,5245,276298,0.313047948651878,0.00313359393095807,,,categorical-20003-both_sexes-1140879616-
Weighted-mean L1 in tract inferior longitudinal fasciculus (right),25584,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.313199675459468,-0.0200029382252655,,,continuous-25584-both_sexes--irnt
Weighted-mean L2 in tract acoustic radiation (left),25596,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.31350910209239,-0.0210416096234232,,,continuous-25596-both_sexes--irnt
Elbow surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1724,279819,0.313999537885224,0.0207119308778837,,,categorical-20004-both_sexes-1500-
Mean ICVF in medial lemniscus on FA skeleton (left),25353,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.314293205634654,0.00304849529004348,,,continuous-25353-both_sexes--irnt
Forced vital capacity (FVC),3062,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.314685172266267,-0.000265154822848912,,,continuous-3062-both_sexes--irnt
Weighted-mean ICVF in tract posterior thalamic radiation (left),25669,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.315673212958439,0.01104213689799,,,continuous-25669-both_sexes--irnt
Mean ICVF in fornix cres+stria terminalis on FA skeleton (right),25382,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.315746477808923,-0.0150018633891544,,,continuous-25382-both_sexes--irnt
Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left),25365,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.316141009932122,0.0106453437357035,,,continuous-25365-both_sexes--irnt
"Volume of grey matter in Lateral Occipital Cortex, inferior division (right)",25827,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.316322727585193,0.0113958796501617,,,continuous-25827-both_sexes--irnt
Volume of peripheral cortical grey matter (normalised for head size),25001,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.316891897259854,0.0134523818609842,,,continuous-25001-both_sexes--irnt
Mean L3 in posterior corona radiata on FA skeleton (right),25322,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.317032763090628,-0.00108184151728885,,,continuous-25322-both_sexes--irnt
"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (right)",25807,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.317309139119596,0.0183935093460862,,,continuous-25807-both_sexes--irnt
"J90 Pleural effusion, not elsewhere classified",131534,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,4781,276804,0.31740152120919,-0.0410467107275581,,,icd_first_occurrence-131534-both_sexes--
Volume of grey matter in VIIIb Cerebellum (right),25914,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.317832598038096,0.0186717122394915,,,continuous-25914-both_sexes--irnt
Pilonidal sinus surgery (anal),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1578,279965,0.318279263335705,0.0324893785341724,,,categorical-20004-both_sexes-1484-
Volume of hippocampus (left),25019,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.318676834492636,-0.00273136094332544,,,continuous-25019-both_sexes--irnt
Maximum carotid IMT (intima-medial thickness) at 210 degrees ,22678,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18712,,0.318679551621793,0.0181505373134407,,,continuous-22678-both_sexes--irnt
I80 Phlebitis and thrombophlebitis,131396,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,9555,272030,0.318801167872245,-0.0291248242465155,,,icd_first_occurrence-131396-both_sexes--
Bilateral oophorectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,12030,141298,0.319967881462913,0.00727945256754406,,,categorical-20004-both_sexes-1355-
Y80.9 Unspecified general anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4803,276783,0.32015183774229,-0.040865461330833,,,categorical-41210-both_sexes-Y809-
Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right),25609,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.320277662434427,-0.00627461755013108,,,continuous-25609-both_sexes--irnt
Past tobacco smoking,1249,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,259498,,0.321126463211135,0.000319344705970562,,,continuous-1249-both_sexes--
Volume of caudate (right),25014,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.321192830503291,-0.018326791309446,,,continuous-25014-both_sexes--irnt
Mean L2 in cingulum cingulate gyrus on FA skeleton (left),25283,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.321241183035818,0.0198980972313064,,,continuous-25283-both_sexes--irnt
Hayfever/allergic rhinitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,15953,265590,0.32143800408193,-0.02175533161712,,,categorical-20002-both_sexes-1387-
Current tobacco smoking,1239,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,281266,,0.32148795474118,-0.00278288372237279,,,continuous-1239-both_sexes--
Haemoglobin concentration,30020,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.322124036384771,-0.00406534259122759,,,continuous-30020-both_sexes--irnt
Volume of grey matter in VI Cerebellum (right),25899,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.32268518999312,-0.0179730449410398,,,continuous-25899-both_sexes--irnt
A65.1 Carpal tunnel release,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6304,275282,0.322776641662279,0.0355684101542063,,,categorical-41200-both_sexes-A651-
K12 Stomatitis and related lesions,131576,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1978,279607,0.323790062125706,0.0176247226192548,,,icd_first_occurrence-131576-both_sexes--
M15 Polyarthrosis,131868,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,5968,275617,0.323945944575596,0.0347425804147154,,,icd_first_occurrence-131868-both_sexes--
N87 Dysplasia of cervix uteri,132136,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,4385,148962,0.324178741803893,-0.0415789334067794,,,icd_first_occurrence-132136-both_sexes--
Mean FA in pontine crossing tract on FA skeleton,25057,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.324697409207117,-0.0160828349398903,,,continuous-25057-both_sexes--irnt
H26 Other cataract,131166,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,17311,264274,0.325041373502245,-0.0147518557660649,,,icd_first_occurrence-131166-both_sexes--
Weighted-mean ISOVF in tract medial lemniscus (left),25721,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.325059828669247,-0.0110973020806132,,,continuous-25721-both_sexes--irnt
Smoking status,20116,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,28570,251824,0.325156120620594,-0.017513258238462,,,categorical-20116-both_sexes-2-
Mean ICVF in posterior corona radiata on FA skeleton (right),25370,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.325499682595632,0.00464744076396829,,,continuous-25370-both_sexes--irnt
Ever sought or received professional help for mental distress,20499,categorical,,Online follow-up > Mental health > Mental distress,,36506,56539,0.327239790038602,-0.0177903799918565,,,categorical-20499-both_sexes--
