Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Cone biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2394,150934,0.291390189890926,0.0301388697825621,,,categorical-20004-both_sexes-1512-
Median T2star in pallidum (left),25032,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.291759972132719,0.0142390112879096,,,continuous-25032-both_sexes--irnt
Mean L2 in splenium of corpus callosum on FA skeleton,25252,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.291800851796672,-0.0125711341156891,,,continuous-25252-both_sexes--irnt
Volume of grey matter in Occipital Pole (right),25877,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.292506124017887,-0.0121029643587089,,,continuous-25877-both_sexes--irnt
K26 Duodenal ulcer,131592,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,4880,276705,0.292613445339155,0.0206092412066235,,,icd_first_occurrence-131592-both_sexes--
Mean L3 in medial lemniscus on FA skeleton (left),25305,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.29341914712618,0.0138565687954785,,,continuous-25305-both_sexes--irnt
Bladder problem (not cancer),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1669,279874,0.294508199311474,0.00882673013657126,,,categorical-20002-both_sexes-1201-
Volume of grey matter in Ventral Striatum (left),25890,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.294657826511138,-0.0121237934701676,,,continuous-25890-both_sexes--irnt
Z85.6 Ankle joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1871,279715,0.294662191808492,-0.040389247460205,,,categorical-41210-both_sexes-Z856-
K35 Acute appendicitis,131604,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2494,279091,0.294783081661239,0.0091423573836236,,,icd_first_occurrence-131604-both_sexes--
U05.2 Magnetic resonance imaging of head,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1304,280282,0.294998689166776,0.0201800794321279,,,categorical-41200-both_sexes-U052-
M84 Disorders of continuity of bone,131970,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1971,279614,0.295737241067255,-0.0404670245328658,,,icd_first_occurrence-131970-both_sexes--
Alcohol,100022,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.295740223543465,-0.00652932179400356,,,continuous-100022-both_sexes--
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,32405,248594,0.29577357722727,-0.00808459681141073,,,categorical-6152-both_sexes-8-
Volume of grey matter in Frontal Medial Cortex (left),25830,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.295969461618524,-0.0125328529992553,,,continuous-25830-both_sexes--irnt
Y73.1 Cardiopulmonary bypass,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1724,279862,0.297291073580469,0.00966675009866836,,,categorical-41210-both_sexes-Y731-
C90.1 Topical anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1470,280116,0.298162691725185,0.0395777674260316,,,categorical-41210-both_sexes-C901-
A37 Whooping cough,130062,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1294,280291,0.299006155396964,0.0203130145133401,,,icd_first_occurrence-130062-both_sexes--
Weighted-mean ISOVF in tract forceps minor,25715,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.299323443978621,-0.00557340882054987,,,continuous-25715-both_sexes--irnt
Volume of accumbens (right),25024,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.300866589424673,-0.0120950932420139,,,continuous-25024-both_sexes--irnt
Weighted-mean MO in tract superior thalamic radiation (right),25566,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.30098163640665,-0.00460168508084022,,,continuous-25566-both_sexes--irnt
Red blood cell (erythrocyte) distribution width,30070,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273540,,0.301301982668129,-0.00314241224204315,,,continuous-30070-both_sexes--irnt
Heart valve problem/heart murmur,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1856,279687,0.302046821210677,-0.040395070940291,,,categorical-20002-both_sexes-1078-
90th percentile of z-statistic (in group-defined mask) for faces-shapes contrast,25766,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.302552257379205,0.0137558807027856,,,continuous-25766-both_sexes--irnt
Mean L2 in corticospinal tract on FA skeleton (right),25254,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.303354387176061,0.00798113634414989,,,continuous-25254-both_sexes--irnt
Mean L2 in anterior limb of internal capsule on FA skeleton (left),25265,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.304488629729695,0.0136322343814727,,,continuous-25265-both_sexes--irnt
Magnesium,100017,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.304895831434971,-0.00656729628410951,,,continuous-100017-both_sexes--irnt
Apolipoprotein A,30630,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,244741,,0.305250204670538,0.00296865511178028,,,continuous-30630-both_sexes--irnt
"Volume of brain, grey+white matter",25010,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.305652661841862,-0.010440592738345,,,continuous-25010-both_sexes--irnt
Inguinal/femoral hernia repair,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,8953,272590,0.306207714266424,0.0190805824931004,,,categorical-20004-both_sexes-1403-
K63.6 Coronary arteriography NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1891,279695,0.306215700249226,-0.0405855373066431,,,categorical-41210-both_sexes-K636-
Naproxen,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1830,279713,0.307629755627052,-0.0403941006144405,,,categorical-20003-both_sexes-1140871462-
Salbutamol 100micrograms spacehaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1795,279748,0.308028964019415,-0.0404128382566222,,,categorical-20003-both_sexes-1140926606-
K82 Other diseases of gallbladder,131678,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1821,279764,0.308205520954045,-0.0404011003315966,,,icd_first_occurrence-131678-both_sexes--
K21 Gastro-oesophageal reflux disease,131584,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,34603,246982,0.308497280454806,-0.0099390680429558,,,icd_first_occurrence-131584-both_sexes--
Weighted-mean ISOVF in tract uncinate fasciculus (right),25730,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.308696173564095,-0.00558916776733019,,,continuous-25730-both_sexes--irnt
N63 Unspecified lump in breast,132102,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,8999,144348,0.308849268851582,-0.00841458234368463,,,icd_first_occurrence-132102-both_sexes--
G43 Migraine,131052,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,13949,267636,0.310878398589409,0.0149802619229568,,,icd_first_occurrence-131052-both_sexes--
Ever suffered mental distress preventing usual activities,20500,categorical,,Online follow-up > Mental health > Mental distress,,30718,61360,0.311687183339251,0.00764789433423999,,,categorical-20500-both_sexes--
Median z-statistic (in group-defined mask) for faces-shapes contrast,25050,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.31203074347216,0.013602002685423,,,continuous-25050-both_sexes--irnt
Weighted-mean L1 in tract inferior longitudinal fasciculus (right),25584,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.312035348254083,-0.0081451979545934,,,continuous-25584-both_sexes--irnt
Mean L1 in posterior corona radiata on FA skeleton (left),25227,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.312613017811943,0.0127847534120989,,,continuous-25227-both_sexes--irnt
Mean ICVF in posterior limb of internal capsule on FA skeleton (left),25363,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.312794084932474,-0.013489205924336,,,continuous-25363-both_sexes--irnt
Z28.7 Colon NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5111,276475,0.312954108045023,-0.00694056251869159,,,categorical-41210-both_sexes-Z287-
I83 Varicose veins of lower extremities,131402,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,12830,268755,0.313279969452717,0.0130547642021056,,,icd_first_occurrence-131402-both_sexes--
Cruciate ligament surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1450,280093,0.314242471436717,0.0372857541438347,,,categorical-20004-both_sexes-1502-
Removal of mole/skin lesion,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3843,277700,0.315225945949211,0.0249491200157912,,,categorical-20004-both_sexes-1504-
IGF-1,30770,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267102,,0.315364107864162,0.00302377439007695,,,continuous-30770-both_sexes--irnt
Weighted-mean FA in tract acoustic radiation (left),25488,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.316771630223697,0.0136565217669507,,,continuous-25488-both_sexes--irnt
Mean MO in posterior thalamic radiation on FA skeleton (right),25180,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.316925266063732,-0.00522604732972006,,,continuous-25180-both_sexes--irnt
M86 Osteomyelitis,131974,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1231,280354,0.317044625606295,0.0249857952192876,,,icd_first_occurrence-131974-both_sexes--
High cholesterol,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,34270,247273,0.319196841421475,-0.00526969312500139,,,categorical-20002-both_sexes-1473-
Vitamin c product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3518,278025,0.320507927665998,-0.0286168052784784,,,categorical-20003-both_sexes-1140909726-
Mean FA in middle cerebellar peduncle on FA skeleton,25056,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.32171947285839,0.00794955117477434,,,continuous-25056-both_sexes--irnt
G62 Other polyneuropathies,131086,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1891,279694,0.324489767009598,0.0238471794197442,,,icd_first_occurrence-131086-both_sexes--
A52.1 Therapeutic lumbar epidural injection,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1716,279870,0.324670538610934,-0.0403885771805541,,,categorical-41200-both_sexes-A521-
Abdominal subcutaneous adipose tissue volume (ASAT),22408,continuous,,UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition,,5514,,0.324822109321613,-0.0172663102710195,,,continuous-22408-both_sexes--irnt
Mean L2 in corticospinal tract on FA skeleton (left),25255,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.324945133389424,0.00167074798638122,,,continuous-25255-both_sexes--irnt
Co-dydramol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1763,279780,0.325153360608915,-0.0404234954702425,,,categorical-20003-both_sexes-1140923350-
"ECG, phase time",5986,continuous,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,53340,,0.32613388277176,-0.00554804806325933,,,continuous-5986-both_sexes--irnt
O26 Maternal care for other conditions predominantly related to pregnancy,132206,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1375,151972,0.326144867247001,-0.0425953681944308,,,icd_first_occurrence-132206-both_sexes--
M47.9 Unspecified urethral catheterisation of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1574,280012,0.326225548366422,0.042716380860948,,,categorical-41200-both_sexes-M479-
J06 Acute upper respiratory infections of multiple and unspecified sites,131436,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,29418,252167,0.326414994418923,-0.0102310426381116,,,icd_first_occurrence-131436-both_sexes--
Mean L2 in posterior thalamic radiation on FA skeleton (right),25276,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.326436623075216,-0.0059439958206964,,,continuous-25276-both_sexes--irnt
I08 Multiple valve diseases,131282,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1732,279853,0.326680039342542,-0.0405412073015262,,,icd_first_occurrence-131282-both_sexes--
Z84.3 Hip joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2592,278994,0.326711238961669,0.0221642803447641,,,categorical-41210-both_sexes-Z843-
Weighted-mean MD in tract forceps minor,25526,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.327011905322207,-0.00646034159248327,,,continuous-25526-both_sexes--irnt
Leg fat percentage (left),23115,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276677,,0.327084052859837,-0.00190215222890971,,,continuous-23115-both_sexes--irnt
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,2829,42089,0.327212580118977,-0.0295550748786964,,,categorical-20536-both_sexes-3-
Age started hormone-replacement therapy (HRT),3536,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,53460,,0.327529559981493,0.00650900665549243,,,continuous-3536-both_sexes--irnt
Eye problems/disorders,6148,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,,2217,98278,0.327678587799395,0.023383241251057,,,categorical-6148-both_sexes-5-
U35.4 Computed tomography of pulmonary arteries,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1711,279875,0.329047628140196,-0.0404053813858794,,,categorical-41200-both_sexes-U354-
Mean FA in splenium of corpus callosum on FA skeleton,25060,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.329607559541494,0.0131474760539439,,,continuous-25060-both_sexes--irnt
Weighted-mean L2 in tract acoustic radiation (right),25597,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.330710297177015,-0.0133013826012946,,,continuous-25597-both_sexes--irnt
Neuroticism score,20127,continuous,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,228038,,0.331455592774025,0.000554823342462982,,,continuous-20127-both_sexes--irnt
M19 Other arthrosis,131876,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,41993,239592,0.331602485254125,-0.0090015026145651,,,icd_first_occurrence-131876-both_sexes--
K63.6 Coronary arteriography NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4010,277576,0.332092419506899,0.00243893419959374,,,categorical-41200-both_sexes-K636-
J43 Emphysema,131490,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1709,279876,0.332631728829934,-0.0405073668195717,,,icd_first_occurrence-131490-both_sexes--
"E87 Other disorders of fluid, electrolyte and acid-base balance",130828,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,6364,275221,0.333047022190913,-0.0210975660905092,,,icd_first_occurrence-130828-both_sexes--
N17 Acute renal failure,132030,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5015,276570,0.334576074199241,-0.0238844159703661,,,icd_first_occurrence-132030-both_sexes--
Mean L1 in retrolenticular part of internal capsule on FA skeleton (right),25220,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.334951254234012,0.00838672681656378,,,continuous-25220-both_sexes--irnt
Mean FA in pontine crossing tract on FA skeleton,25057,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.335212631449361,0.0058346557044179,,,continuous-25057-both_sexes--irnt
Volume of grey matter in Planum Polare (left),25868,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.335250774343365,-0.011694844904351,,,continuous-25868-both_sexes--irnt
Touchscreen duration,630,continuous,,UK Biobank Assessment Centre > Procedural metrics > Process durations,,281430,,0.335626064847668,0.00277602057795201,,,continuous-630-both_sexes--irnt
H92 Otalgia and effusion of ear,131262,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,9442,272143,0.335646576488361,0.0169609454098977,,,icd_first_occurrence-131262-both_sexes--
Mean FA in corticospinal tract on FA skeleton (right),25062,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.335661929579752,-0.00801800591826435,,,continuous-25062-both_sexes--irnt
Mean OD in sagittal stratum on FA skeleton (right),25422,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.335760287947999,-0.0132026122294031,,,continuous-25422-both_sexes--irnt
T72.3 Release of constriction of sheath of tendon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1713,279873,0.336373520589715,-0.0403887908447254,,,categorical-41200-both_sexes-T723-
K65 Peritonitis,131652,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1696,279889,0.336524448394488,-0.0403681649324845,,,icd_first_occurrence-131652-both_sexes--
Urea,30670,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268366,,0.337830843311917,0.0029310319275114,,,continuous-30670-both_sexes--irnt
H20.2 Fibreoptic endoscopic cauterisation of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1730,279856,0.33789955119753,-0.0404272096668639,,,categorical-41200-both_sexes-H202-
Iron deficiency anaemia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1521,280022,0.339261658715311,0.0417011454039512,,,categorical-20002-both_sexes-1330-
R24.9 All normal delivery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5023,148325,0.339393116020252,0.0219633865188741,,,categorical-41200-both_sexes-R249-
Volume of white matter,25008,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.339526920461548,-0.0100178735409128,,,continuous-25008-both_sexes--irnt
Ever used hormone-replacement therapy (HRT),2814,categorical,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,59542,93303,0.342088746115545,0.0025059778000732,,,categorical-2814-both_sexes--
Ever physically dependent on alcohol,20404,categorical,,Online follow-up > Mental health > Addictions,,571,1461,0.343039321530517,-0.0567817819806557,,,categorical-20404-both_sexes--
T52.1 Palmar fasciectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1667,279919,0.343162217873423,0.011441485412442,,,categorical-41200-both_sexes-T521-
Mean L2 in uncinate fasciculus on FA skeleton (left),25293,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.343539428621031,0.0124728404291442,,,continuous-25293-both_sexes--irnt
H00 Hordeolum and chalazion,131128,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,7083,274502,0.344934196182891,0.0127561172394896,,,icd_first_occurrence-131128-both_sexes--
Mean L3 in tapetum on FA skeleton (right),25342,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.34527738586221,0.0123378790255222,,,continuous-25342-both_sexes--irnt
N93 Other abnormal uterine and vaginal bleeding,132148,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,6287,147060,0.346640369878357,0.0208096185375756,,,icd_first_occurrence-132148-both_sexes--
Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),25099,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.347534811524595,-0.0112876922395489,,,continuous-25099-both_sexes--irnt
Haemoglobin concentration,30020,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.347990449325855,-0.00224810349007215,,,continuous-30020-both_sexes--irnt
B35 Dermatophytosis,130226,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,18717,262868,0.348723782005678,-0.0121488475627863,,,icd_first_occurrence-130226-both_sexes--
Y53.5 Approach to organ under image intensifier,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4906,276680,0.348953941862248,-0.00642592489011706,,,categorical-41210-both_sexes-Y535-
S06.9 Unspecified other excision of lesion of skin,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1633,279953,0.349329476929902,-0.0403578508637619,,,categorical-41210-both_sexes-S069-
Q12.1 Introduction of intrauterine contraceptive device,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1601,151747,0.349657173636183,-0.0409303388793544,,,categorical-41210-both_sexes-Q121-
Part of a multiple birth,1777,categorical,,UK Biobank Assessment Centre > Touchscreen > Early life factors,,6252,270894,0.349696731884008,-0.0204401927540612,,,categorical-1777-both_sexes--
Volume of grey matter in VIIIb Cerebellum (left),25912,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.349851238086125,-0.00557687210596718,,,continuous-25912-both_sexes--irnt
Y71.3 Revisional operations NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1601,279985,0.350206459930403,-0.0403426197598917,,,categorical-41210-both_sexes-Y713-
I47 Paroxysmal tachycardia,131348,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,3399,278186,0.350238134121909,-0.0280810698259575,,,icd_first_occurrence-131348-both_sexes--
Weighted-mean ISOVF in tract inferior fronto-occipital fasciculus (right),25717,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.350663895485033,-0.00696953757572578,,,continuous-25717-both_sexes--irnt
Mean MO in superior longitudinal fasciculus on FA skeleton (right),25192,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.351737150787054,0.0127571117300072,,,continuous-25192-both_sexes--irnt
N17.1 Bilateral vasectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3030,125208,0.35180879017212,-0.0289222770583217,,,categorical-41200-both_sexes-N171-
Mean OD in fornix cres+stria terminalis on FA skeleton (left),25431,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.352285874500109,-0.00363486680374595,,,continuous-25431-both_sexes--irnt
Weighted-mean L2 in tract acoustic radiation (left),25596,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.353085476427862,-0.0129637026051454,,,continuous-25596-both_sexes--irnt
Volume of grey matter in X Cerebellum (right),25920,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.35397265560844,0.00469311574257221,,,continuous-25920-both_sexes--irnt
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,41667,236844,0.354540596656399,0.00388440367861328,,,categorical-6154-both_sexes-2-
Mean L3 in fornix cres+stria terminalis on FA skeleton (right),25334,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.354867992528924,0.0115715704488479,,,continuous-25334-both_sexes--irnt
N45 Orchitis and epididymitis,132082,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1528,126710,0.357047501351455,-0.040746635633803,,,icd_first_occurrence-132082-both_sexes--
Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (right),25833,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.357075789312315,-0.00803589406571342,,,continuous-25833-both_sexes--irnt
Mean L3 in posterior thalamic radiation on FA skeleton (right),25324,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.358471054355618,-0.0117787985847796,,,continuous-25324-both_sexes--irnt
Weighted-mean ICVF in tract superior thalamic radiation (left),25673,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.358745330468168,-0.0123628493636124,,,continuous-25673-both_sexes--irnt
Mean L3 in superior longitudinal fasciculus on FA skeleton (left),25337,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.358775917214367,-0.00377840900443107,,,continuous-25337-both_sexes--irnt
K30 Dyspepsia,131600,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,10360,271225,0.359603479793926,-0.00425583873700705,,,icd_first_occurrence-131600-both_sexes--
Mean L2 in posterior corona radiata on FA skeleton (left),25275,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.359619167255096,-0.0126770847636045,,,continuous-25275-both_sexes--irnt
Mean L1 in superior cerebellar peduncle on FA skeleton (right),25212,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.360258892915805,-0.0122767671952256,,,continuous-25212-both_sexes--irnt
Aspartate aminotransferase,30650,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267606,,0.360633989758548,0.00282589405427087,,,continuous-30650-both_sexes--irnt
Volume of grey matter in Lingual Gyrus (right),25853,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.360843431234194,-0.0105711931116735,,,continuous-25853-both_sexes--irnt
H51.1 Haemorrhoidectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1593,279993,0.361350687621177,-0.0403440245316893,,,categorical-41200-both_sexes-H511-
Ongoing addiction to alcohol,20415,categorical,,Online follow-up > Mental health > Addictions,,912,1190,0.361753567373228,0.0475794831398844,,,categorical-20415-both_sexes--
Weighted-mean L3 in tract forceps minor,25634,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.362568613481114,-0.0087029350926996,,,continuous-25634-both_sexes--irnt
Pilonidal sinus surgery (anal),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1578,279965,0.362787255418122,-0.0404078054177754,,,categorical-20004-both_sexes-1484-
