Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
U05.1 Computed tomography of head,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6663,274923,0.431715117845712,0.0287863667155448,,,categorical-41200-both_sexes-U051-
Reduction or fixation of bone fracture,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,12757,268786,0.43249350990856,-0.0422610325916046,,,categorical-20004-both_sexes-1439-
L57 Skin changes due to chronic exposure to nonionising radiation,131768,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,11049,270536,0.433711095208921,-0.0427624943319802,,,icd_first_occurrence-131768-both_sexes--
Recent poor appetite or overeating,20511,continuous,,Online follow-up > Mental health > Depression,,93231,,0.435131046102858,0.00339939693259024,,,continuous-20511-both_sexes--
Reticulocyte count,30250,continuous,,Biological samples > Assay results > Blood assays > Blood count,,268453,,0.43635342922226,0.00455579115478778,,,continuous-30250-both_sexes--irnt
Paracetamol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,52127,229416,0.437749654915999,-0.0237441416552162,,,categorical-20003-both_sexes-2038460150-
Portion size,100010,continuous,,Online follow-up > Diet by 24-hour recall > Typical diet yesterday,,43917,,0.439244211457334,0.00694027629940052,,,continuous-100010-both_sexes--
Peak expiratory flow (PEF),3064,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.440036741573229,-0.00778487195855716,,,continuous-3064-both_sexes--irnt
B96 Other bacterial agents as the cause of diseases classified to other chapters,130338,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,7068,274517,0.445658531523491,0.0258700713378369,,,icd_first_occurrence-130338-both_sexes--
Forced expiratory volume in 1-second (FEV1),3063,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.445906233217087,-0.00464732104305906,,,continuous-3063-both_sexes--irnt
Leg fat mass (right),23112,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276689,,0.446121371876233,0.00676924401803532,,,continuous-23112-both_sexes--irnt
H60 Otitis externa,131222,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,12540,269045,0.447931605574081,-0.0421914863402408,,,icd_first_occurrence-131222-both_sexes--
Fat,100004,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.448639513395464,-0.0152660691506144,,,continuous-100004-both_sexes--irnt
Wheeze or whistling in the chest in last year,2316,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Breathing,,57451,218677,0.449808491615589,0.0141635615826526,,,categorical-2316-both_sexes--
"Tense, sore, or aching muscles during worst period of anxiety",20417,categorical,,Online follow-up > Mental health > Anxiety,,10407,16091,0.45021803450357,0.0463371835733641,,,categorical-20417-both_sexes--
M51 Other intervertebral disk disorders,131924,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,13083,268502,0.450967858643349,-0.0420032375662651,,,icd_first_occurrence-131924-both_sexes--
Potassium in urine,30520,continuous,,Biological samples > Assay results > Urine assays,,273001,,0.452325563276789,-0.00412484414180989,,,continuous-30520-both_sexes--irnt
G56 Mononeuropathies of upper limb,131074,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,13023,268562,0.453371068964623,-0.0421604338772199,,,icd_first_occurrence-131074-both_sexes--
Amlodipine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,11405,270138,0.453851738657702,-0.0427820728594674,,,categorical-20003-both_sexes-1140879802-
"N92 Excessive, frequent and irregular menstruation",132146,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,16751,136596,0.456444375968626,-0.0446520303504509,,,icd_first_occurrence-132146-both_sexes--
Atenolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,10578,270965,0.45780375015242,-0.0428551575153622,,,categorical-20003-both_sexes-1140866738-
M20 Acquired deformities of fingers and toes,131878,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,11724,269861,0.459802057954542,-0.0426031782378754,,,icd_first_occurrence-131878-both_sexes--
Mean corpuscular volume,30040,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273540,,0.462774194716437,0.00039598127138369,,,continuous-30040-both_sexes--irnt
Hand grip strength (left),46,continuous,,UK Biobank Assessment Centre > Physical measures > Hand grip strength,,280359,,0.463352512540358,0.00147808541777453,,,continuous-46-both_sexes--irnt
Alcohol drinker status,20117,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,9028,272130,0.464050715147537,0.00857362459534627,,,categorical-20117-both_sexes-0-
"ECG, load",5984,continuous,,UK Biobank Assessment Centre > Physical measures > ECG during exercise,,53191,,0.467882900376692,0.0131309821562649,,,continuous-5984-both_sexes--irnt
Platelet distribution width,30110,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.470068244005396,0.00843513918156486,,,continuous-30110-both_sexes--irnt
Sleeping too much,20534,categorical,,Online follow-up > Mental health > Depression,,7490,28718,0.470301586237425,-0.0499374615524199,,,categorical-20534-both_sexes--
Simvastatin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,31621,249922,0.471552993337901,0.00202728435848052,,,categorical-20003-both_sexes-1140861958-
M81 Osteoporosis without pathological fracture,131964,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,9967,271618,0.471584898558123,-0.0431374378672426,,,icd_first_occurrence-131964-both_sexes--
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,13211,79887,0.471977442029265,0.0331867621971736,,,categorical-20544-both_sexes-15-
M16 Coxarthrosis [arthrosis of hip],131870,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,11064,270521,0.472501653954426,-0.0423901759991461,,,icd_first_occurrence-131870-both_sexes--
"Forced expiratory volume in 1-second (FEV1), predicted percentage",20154,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,84144,,0.475273432006613,-0.00362751842594904,,,continuous-20154-both_sexes--irnt
D64 Other anaemias,130648,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,11948,269637,0.476697306907824,-0.0420812606869406,,,icd_first_occurrence-130648-both_sexes--
Aspirin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,36597,244946,0.477425434124084,0.0103954294705885,,,categorical-20003-both_sexes-1140868226-
Doctor diagnosed asthma,22127,categorical,,Online follow-up > Work environment > Medical information,,9174,63013,0.478395388656661,-0.0458872299359528,,,categorical-22127-both_sexes--
Mean corpuscular haemoglobin,30050,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273541,,0.480727086040433,0.00754504010169954,,,continuous-30050-both_sexes--irnt
"Seen doctor (GP) for nerves, anxiety, tension or depression",2090,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,96431,183144,0.48233183135534,0.00694962218324912,,,categorical-2090-both_sexes--
Gastro-oesophageal reflux (gord) / gastric reflux,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,12062,269481,0.482385315079501,-0.0419042624796814,,,categorical-20002-both_sexes-1138-
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,11352,141259,0.485575888574646,-0.0433625930884114,,,categorical-6153-both_sexes-4-
Y53.2 Approach to organ under ultrasonic control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,10533,271053,0.486775080616194,-0.0423781991929103,,,categorical-41210-both_sexes-Y532-
Reticulocyte percentage,30240,continuous,,Biological samples > Assay results > Blood assays > Blood count,,268454,,0.487376203796826,0.00249170137034557,,,continuous-30240-both_sexes--irnt
N18 Chronic renal failure,132032,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9856,271729,0.489187612082992,-0.0426923067943754,,,icd_first_occurrence-132032-both_sexes--
"Systolic blood pressure, automated reading",4080,continuous,,UK Biobank Assessment Centre > Physical measures > Blood pressure,,266294,,0.499001582162578,-0.00446260768079982,,,continuous-4080-both_sexes--irnt
N30 Cystitis,132054,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,10129,271456,0.499446770508904,-0.042386823568751,,,icd_first_occurrence-132054-both_sexes--
Basophill percentage,30220,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.501387927973325,-0.0077513386073039,,,continuous-30220-both_sexes--irnt
Pulse wave reflection index,4195,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101696,,0.501618499295196,-0.000842309781039095,,,continuous-4195-both_sexes--irnt
Glycated haemoglobin (HbA1c),30750,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268753,,0.503165765417285,-0.00361754070997984,,,continuous-30750-both_sexes--irnt
N84 Polyp of female genital tract,132130,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9832,143515,0.503761918214117,-0.0429230870362061,,,icd_first_occurrence-132130-both_sexes--
Haematocrit percentage,30030,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.504640135678521,0.00653878106028971,,,continuous-30030-both_sexes--irnt
Leg fat percentage (right),23111,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276690,,0.504784188700258,0.00197636763470642,,,continuous-23111-both_sexes--irnt
Mean platelet (thrombocyte) volume,30100,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.508232581842057,0.00795292499137475,,,continuous-30100-both_sexes--irnt
Ever suffered mental distress preventing usual activities,20500,categorical,,Online follow-up > Mental health > Mental distress,,30718,61360,0.50856447003695,0.0279210941567791,,,categorical-20500-both_sexes--
Omega-3/fish oil supplement,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,10509,271034,0.509368508267668,-0.0418511067414985,,,categorical-20003-both_sexes-1193-
M65 Synovitis and tenosynovitis,131938,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,10183,271402,0.51032886418501,-0.041751946268033,,,icd_first_occurrence-131938-both_sexes--
Angina,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,8633,272910,0.51371714998936,0.00652221531766682,,,categorical-20002-both_sexes-1074-
Vascular/heart problems diagnosed by doctor,6150,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,8690,272234,0.515371477860824,0.00634742891415637,,,categorical-6150-both_sexes-2-
K30 Dyspepsia,131600,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,10360,271225,0.516580586087878,-0.0417469634095563,,,icd_first_occurrence-131600-both_sexes--
Alcohol,100022,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.517982222167994,0.0114823432752446,,,continuous-100022-both_sexes--
Recent feelings or nervousness or anxiety,20506,continuous,,Online follow-up > Mental health > Anxiety,,92999,,0.52176771581857,0.0078885691907388,,,continuous-20506-both_sexes--
M10 Gout,131858,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,9725,271860,0.521784355960362,-0.0425545955603088,,,icd_first_occurrence-131858-both_sexes--
Leg pain on walking,4728,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Claudication and peripheral artery disease,,22326,79304,0.522190112861828,-0.0276277879774338,,,categorical-4728-both_sexes--
J44 Other chronic obstructive pulmonary disease,131492,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,8847,272738,0.525080362563391,0.0102235749557937,,,icd_first_occurrence-131492-both_sexes--
N32 Other disorders of bladder,132058,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9364,272221,0.525458885398445,-0.0420319158654862,,,icd_first_occurrence-132058-both_sexes--
T20.2 Primary repair of inguinal hernia using insert of prosthetic material,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8312,119926,0.525835833417189,-0.0437338322247341,,,categorical-41200-both_sexes-T202-
Inguinal/femoral hernia repair,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,8953,272590,0.526075996187925,-0.0429948784515043,,,categorical-20004-both_sexes-1403-
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,38329,240182,0.526950681018046,0.00749559232931571,,,categorical-6154-both_sexes-1-
J06 Acute upper respiratory infections of multiple and unspecified sites,131436,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,29418,252167,0.527497476241855,-0.0255037121775977,,,icd_first_occurrence-131436-both_sexes--
K22 Other diseases of oesophagus,131586,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,9717,271868,0.531685407289978,-0.0417979443384392,,,icd_first_occurrence-131586-both_sexes--
"M70 Soft tissue disorders related to use, overuse and pressure",131946,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,9518,272067,0.532456211125343,-0.0416219724946667,,,icd_first_occurrence-131946-both_sexes--
B07 Viral warts,130188,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,10170,271415,0.534035644615319,-0.0415839603631302,,,icd_first_occurrence-130188-both_sexes--
J01 Acute sinusitis,131426,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,14267,267318,0.534279929830959,0.0328917846311667,,,icd_first_occurrence-131426-both_sexes--
B02 Zoster [herpes zoster],130178,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,9178,272407,0.535250278798918,-0.0417003409124374,,,icd_first_occurrence-130178-both_sexes--
Age at menopause (last menstrual period),3581,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,87324,,0.535542384067549,0.00974071895471115,,,continuous-3581-both_sexes--irnt
Position of pulse wave notch,4199,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101696,,0.535967183663469,-0.0110798185387294,,,continuous-4199-both_sexes--irnt
Fractured/broken bones in last 5 years,2463,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,26985,253043,0.537082017741429,-0.0228491024226556,,,categorical-2463-both_sexes--
W82.2 Endoscopic resection of semilunar cartilage NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8322,273264,0.539520902674124,0.0234899715977534,,,categorical-41200-both_sexes-W822-
H25 Senile cataract,131164,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,8040,273545,0.53979814573112,-0.0423047823300268,,,icd_first_occurrence-131164-both_sexes--
Current tobacco smoking,1239,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,281266,,0.540959004575285,0.00408405914948685,,,continuous-1239-both_sexes--
Red blood cell (erythrocyte) distribution width,30070,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273540,,0.541039297924911,0.00713141324412686,,,continuous-30070-both_sexes--irnt
Pack years of smoking,20161,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,85404,,0.5416399869605,-0.0111856290645102,,,continuous-20161-both_sexes--irnt
Z28.6 Sigmoid colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,11236,270350,0.5429401126501,0.00304786608867087,,,categorical-41210-both_sexes-Z286-
Lymphocyte count,30120,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273110,,0.543433407370486,0.0074898948705516,,,continuous-30120-both_sexes--irnt
Ever addicted to alcohol,20406,categorical,,Online follow-up > Mental health > Addictions,,2133,2961,0.545684904506328,,,,categorical-20406-both_sexes--
H40 Glaucoma,131186,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,8243,273342,0.548172742065532,-0.0418360669342349,,,icd_first_occurrence-131186-both_sexes--
M19 Other arthrosis,131876,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,41993,239592,0.549208179997244,-0.0209082474903402,,,icd_first_occurrence-131876-both_sexes--
Cholesterol,30690,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268558,,0.550167633106224,0.00226553026310112,,,continuous-30690-both_sexes--irnt
Knee surgery (not replacement),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,9379,272164,0.551331029067766,-0.0416955075366347,,,categorical-20004-both_sexes-1496-
Longest period of mania or irritability,20492,continuous,,Online follow-up > Mental health > Mania,,22219,,0.552150127971322,-0.0172469627409259,,,continuous-20492-both_sexes--
I80 Phlebitis and thrombophlebitis,131396,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,9555,272030,0.555341223035099,0.00935682085338885,,,icd_first_occurrence-131396-both_sexes--
Y97.3 Radiology with post contrast,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8243,273343,0.555403092092871,-0.0416025899223924,,,categorical-41210-both_sexes-Y973-
Recent feelings of depression,20510,continuous,,Online follow-up > Mental health > Depression,,93049,,0.557659648419353,0.00653886428634794,,,continuous-20510-both_sexes--
Frequency of drinking alcohol,20414,continuous,,Online follow-up > Mental health > Alcohol use,,93228,,0.558059417462522,0.0142661411357458,,,continuous-20414-both_sexes--
D50 Iron deficiency anaemia,130622,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,11753,269832,0.55836767469888,0.00723274768224189,,,icd_first_occurrence-130622-both_sexes--
Total bilirubin,30840,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267473,,0.563401522340164,0.0065980897848456,,,continuous-30840-both_sexes--irnt
L08 Other local infections of skin and subcutaneous tissue,131708,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,8230,273355,0.565931391104892,-0.0414723321136713,,,icd_first_occurrence-131708-both_sexes--
Pack years adult smoking as proportion of life span exposed to smoking,20162,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,85404,,0.566664257307151,-0.0108683086563738,,,continuous-20162-both_sexes--irnt
A09 Diarrhoea and gastro-enteritis of presumed infectious origin,130018,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,8486,273099,0.569087194109258,-0.0413774850098188,,,icd_first_occurrence-130018-both_sexes--
J03 Acute tonsillitis,131430,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,9809,271776,0.569119783036346,-0.0415340797550264,,,icd_first_occurrence-131430-both_sexes--
H91 Other hearing loss,131260,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,7392,274193,0.575317973248857,-0.0416297373442484,,,icd_first_occurrence-131260-both_sexes--
F32 Depressive episode,130894,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,30034,251551,0.575853622605188,-0.00244180432449241,,,icd_first_occurrence-130894-both_sexes--
K20 Oesophagitis,131582,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,8310,273275,0.576429921673952,-0.0414783841104055,,,icd_first_occurrence-131582-both_sexes--
J98 Other respiratory disorders,131548,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,8549,273036,0.578682639926174,-0.0415638109925195,,,icd_first_occurrence-131548-both_sexes--
Z29.1 Rectum,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8132,273454,0.579399305015121,-0.0414529704742296,,,categorical-41210-both_sexes-Z291-
Cystatin C,30720,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,268538,,0.580043270488625,0.00620723566755831,,,continuous-30720-both_sexes--irnt
L40 Psoriasis,131742,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,8105,273480,0.581796064905123,0.0231799784518318,,,icd_first_occurrence-131742-both_sexes--
"H93 Other disorders of ear, not elsewhere classified",131264,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,8240,273345,0.582047841613364,-0.0414308179588025,,,icd_first_occurrence-131264-both_sexes--
Y82.9 Unspecified local anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,7654,273932,0.584959187700234,-0.0414669791083269,,,categorical-41210-both_sexes-Y829-
L20 Atopic dermatitis,131720,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,7801,273784,0.58560038684023,0.0234082262365016,,,icd_first_occurrence-131720-both_sexes--
H04 Disorders of lachrymal system,131136,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,7969,273616,0.585699997648705,-0.0417193680887179,,,icd_first_occurrence-131136-both_sexes--
Vitamin C,100015,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.58578571606166,0.000721406645359672,,,continuous-100015-both_sexes--irnt
Multivitamins,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,8655,272888,0.591017153053468,-0.0412557379343318,,,categorical-20003-both_sexes-1140852976-
Creatinine (enzymatic) in urine,30510,continuous,,Biological samples > Assay results > Urine assays,,273582,,0.591923830918255,0.00463197588487948,,,continuous-30510-both_sexes--irnt
M85 Other disorders of bone density and structure,131972,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,7159,274426,0.592265830240233,-0.0418936780883825,,,icd_first_occurrence-131972-both_sexes--
Ever sought or received professional help for mental distress,20499,categorical,,Online follow-up > Mental health > Mental distress,,36506,56539,0.592375850253445,0.0125158711593047,,,categorical-20499-both_sexes--
Carotene,100019,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.594042303617962,0.00147360312030959,,,continuous-100019-both_sexes--irnt
Muscle/soft tissue surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,7973,273570,0.594362663069032,-0.0412862935293901,,,categorical-20004-both_sexes-1297-
Lisinopril,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,7658,273885,0.594807237106491,-0.0415880539351099,,,categorical-20003-both_sexes-1140860696-
Waist circumference,48,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,281077,,0.599061112099206,0.00283479866330438,,,continuous-48-both_sexes--irnt
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,8133,270378,0.600557823290658,-0.0414652308750057,,,categorical-6154-both_sexes-6-
K44 Diaphragmatic hernia,131620,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,25535,256050,0.602499064397113,-0.0233253016637444,,,icd_first_occurrence-131620-both_sexes--
J30 Vasomotor and allergic rhinitis,131464,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,27383,254202,0.602764000711725,-0.000372573708326164,,,icd_first_occurrence-131464-both_sexes--
N50 Other disorders of male genital organs,132092,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,6426,121812,0.603117117875828,-0.0423207578075363,,,icd_first_occurrence-132092-both_sexes--
H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16027,265559,0.605131195356609,0.0231081106547195,,,categorical-41200-both_sexes-H221-
Z92.6 Abdomen NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6913,274673,0.605185625477803,-0.0413391064791916,,,categorical-41210-both_sexes-Z926-
H26 Other cataract,131166,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,17311,264274,0.605243330594578,-0.0167972729204796,,,icd_first_occurrence-131166-both_sexes--
L30 Other dermatitis,131740,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,27241,254344,0.60816013408992,-0.0230755344654242,,,icd_first_occurrence-131740-both_sexes--
I83 Varicose veins of lower extremities,131402,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,12830,268755,0.608402097772379,-0.00099212301285916,,,icd_first_occurrence-131402-both_sexes--
Aspartate aminotransferase,30650,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267606,,0.608855296050937,0.00623469001678109,,,continuous-30650-both_sexes--irnt
K63 Other diseases of intestine,131648,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,13903,267682,0.609104016635506,-0.00423078002818042,,,icd_first_occurrence-131648-both_sexes--
U21.2 Computed tomography NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6784,274802,0.609854308820403,-0.0412940871275731,,,categorical-41200-both_sexes-U212-
H35 Other retinal disorders,131182,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,6389,275196,0.610638972442528,-0.0414660738092882,,,icd_first_occurrence-131182-both_sexes--
C75.1 Insertion of prosthetic replacement for lens NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,12702,268884,0.612369845617609,-0.00792304826582982,,,categorical-41200-both_sexes-C751-
K31 Other diseases of stomach and duodenum,131602,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,7353,274232,0.61437843053432,-0.0412663205118729,,,icd_first_occurrence-131602-both_sexes--
Omeprazole,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,16600,264943,0.614425195939699,-0.0104571166438537,,,categorical-20003-both_sexes-1140865634-
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,16898,261613,0.61461347197623,-0.0113726960000895,,,categorical-6154-both_sexes-5-
C71.2 Phacoemulsification of lens,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,12807,268779,0.615812280445514,-0.00838719830563767,,,categorical-41210-both_sexes-C712-
N60 Benign mammary dysplasia,132096,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7142,146205,0.617247858905273,-0.0419698562704118,,,icd_first_occurrence-132096-both_sexes--
Y82.2 Injection of local anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5806,275780,0.618015305198417,-0.0414794592537447,,,categorical-41210-both_sexes-Y822-
Vasectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,6847,121368,0.619195181781134,-0.0421887608696157,,,categorical-20004-both_sexes-1218-
H81 Disorders of vestibular function,131252,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,6782,274803,0.619891495190665,-0.0412776546800527,,,icd_first_occurrence-131252-both_sexes--
M48 Other spondylopathies,131918,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,6798,274787,0.622012459446404,-0.0412961711475153,,,icd_first_occurrence-131918-both_sexes--
I25 Chronic ischaemic heart disease,131306,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,20464,261121,0.622648101955468,0.0239922037289912,,,icd_first_occurrence-131306-both_sexes--
Lansoprazole,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,9998,271545,0.624580021937894,0.00812619137844688,,,categorical-20003-both_sexes-1140864752-
N39 Other disorders of urinary system,132070,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,25277,256308,0.624594098118692,0.0227009240919834,,,icd_first_occurrence-132070-both_sexes--
