Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Mean L1 in tapetum on FA skeleton (right),25246,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.176256234132177,-0.00566856288525731,,,continuous-25246-both_sexes--irnt
Mean MD in superior longitudinal fasciculus on FA skeleton (left),25145,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.17641211815549,-0.0114867625569173,,,continuous-25145-both_sexes--irnt
Weighted-mean MO in tract superior thalamic radiation (left),25565,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.176492326929704,0.00399637371592792,,,continuous-25565-both_sexes--irnt
Arm fat-free mass (right),23121,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276631,,0.177071208589582,-0.00286360404154352,,,continuous-23121-both_sexes--irnt
K01 Embedded and impacted teeth,131554,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1405,280180,0.177838042693524,0.047526029564165,,,icd_first_occurrence-131554-both_sexes--
Becotide 50 inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1688,279855,0.178840201963855,0.0292353810643294,,,categorical-20003-both_sexes-1140862382-
Inguinal hernia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1191,127024,0.179415992587921,0.0423630155870018,,,categorical-20002-both_sexes-1513-
Mean L3 in posterior limb of internal capsule on FA skeleton (left),25315,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.179911684328377,-0.0110561560419362,,,continuous-25315-both_sexes--irnt
Mean MD in sagittal stratum on FA skeleton (left),25135,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.180102472765358,-0.0115720110627603,,,continuous-25135-both_sexes--irnt
Mean ISOVF in posterior thalamic radiation on FA skeleton (right),25468,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.180216355923014,0.0177194591645157,,,continuous-25468-both_sexes--irnt
Weighted-mean MO in tract inferior fronto-occipital fasciculus (left),25554,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.180651015293464,0.00610269799724196,,,continuous-25554-both_sexes--irnt
Mean L2 in fornix cres+stria terminalis on FA skeleton (left),25287,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.182341678770093,-0.00874776776887992,,,continuous-25287-both_sexes--irnt
Volume of grey matter in Putamen (right),25883,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.182584149310195,0.0103666351799904,,,continuous-25883-both_sexes--irnt
U20.1 Transthoracic echocardiography,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3148,278438,0.183205734625826,0.0267209126773012,,,categorical-41210-both_sexes-U201-
Mean L3 in uncinate fasciculus on FA skeleton (right),25340,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.183800208158065,-0.00134841416364416,,,continuous-25340-both_sexes--irnt
Standing height,50,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280946,,0.184889331583035,-0.00180738219816098,,,continuous-50-both_sexes--irnt
Weight,21002,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280748,,0.185236370091915,-0.00404322460381202,,,continuous-21002-both_sexes--irnt
Eosinophill percentage,30210,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273112,,0.186781173929105,-0.0046496410322563,,,continuous-30210-both_sexes--irnt
Pack years adult smoking as proportion of life span exposed to smoking,20162,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,85404,,0.186988793100333,-0.00697473975140909,,,continuous-20162-both_sexes--irnt
Weighted-mean MD in tract superior longitudinal fasciculus (right),25537,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.187125169221617,-0.0155787873088959,,,continuous-25537-both_sexes--irnt
Weighted-mean OD in tract inferior longitudinal fasciculus (right),25692,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.187304292507437,0.00513290386975451,,,continuous-25692-both_sexes--irnt
Arm predicted mass (right),23122,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276628,,0.188286805423152,-0.00281952524924033,,,continuous-23122-both_sexes--irnt
"Volume of grey matter in Middle Temporal Gyrus, posterior division (left)",25804,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.188766139175524,-0.0152330524527945,,,continuous-25804-both_sexes--irnt
K13 Other diseases of lip and oral mucosa,131578,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,3799,277786,0.190083211674622,-0.0406696229315789,,,icd_first_occurrence-131578-both_sexes--
V54.4 Injection around spinal facet of spine,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3078,278508,0.19018251079989,-0.00137346590587122,,,categorical-41200-both_sexes-V544-
Knee replacement/revision,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3454,278089,0.190279093006766,-0.0409436772894846,,,categorical-20004-both_sexes-1319-
Mean FA in posterior limb of internal capsule on FA skeleton (left),25075,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.190399466659565,-0.00202039835524694,,,continuous-25075-both_sexes--irnt
Mean FA in superior corona radiata on FA skeleton (right),25080,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.190787517750957,0.0149710962282809,,,continuous-25080-both_sexes--irnt
Mean L3 in superior corona radiata on FA skeleton (left),25321,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.191965840235571,-0.00260104391928167,,,continuous-25321-both_sexes--irnt
Waist circumference,48,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,281077,,0.192193038457384,-0.00404747633520254,,,continuous-48-both_sexes--irnt
Weighted-mean L2 in tract corticospinal tract (left),25604,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.192274115019307,-0.0112947099210042,,,continuous-25604-both_sexes--irnt
Whole body fat mass,23100,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276275,,0.192612992978533,-0.00448350304097556,,,continuous-23100-both_sexes--irnt
"N83 Noninflammatory disorders of ovary, fallopian tube and broad ligament",132128,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7031,146316,0.19310330110308,0.00807949575099257,,,icd_first_occurrence-132128-both_sexes--
Mean L3 in cingulum cingulate gyrus on FA skeleton (left),25331,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.193149974303462,-0.00797003130660846,,,continuous-25331-both_sexes--irnt
Leg predicted mass (left),23118,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276662,,0.194056552969286,-0.00290553731496712,,,continuous-23118-both_sexes--irnt
X33.9 Unspecified other blood transfusion,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1333,280253,0.194278361167958,0.040088589803217,,,categorical-41200-both_sexes-X339-
"K50 Crohn's disease [regional enteritis]",131626,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1594,279991,0.194353402112303,0.0294469689724236,,,icd_first_occurrence-131626-both_sexes--
Median T2star in hippocampus (left),25034,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.195570180875137,0.0155277231937697,,,continuous-25034-both_sexes--irnt
Mean L3 in sagittal stratum on FA skeleton (left),25327,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.196239494795291,-0.0140179633048843,,,continuous-25327-both_sexes--irnt
Mean MD in middle cerebellar peduncle on FA skeleton,25104,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.196476838896316,-0.0113003672070508,,,continuous-25104-both_sexes--irnt
Calcium,30680,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,246181,,0.197274859687327,-0.00459221599545871,,,continuous-30680-both_sexes--irnt
Central pulse pressure during PWA,12678,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17181,,0.197350025712823,-0.0144033741964621,,,continuous-12678-both_sexes--irnt
Mean MO in posterior limb of internal capsule on FA skeleton (right),25170,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.198520003624263,-0.0171741734257573,,,continuous-25170-both_sexes--irnt
Weighted-mean OD in tract parahippocampal part of cingulum (right),25684,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.200390417476638,0.0165844010826683,,,continuous-25684-both_sexes--irnt
Joint disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1301,280242,0.201375337437433,0.0492451057909708,,,categorical-20002-both_sexes-1295-
Pack years of smoking,20161,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,85404,,0.201868745396353,-0.00720845375586142,,,continuous-20161-both_sexes--irnt
Mean FA in external capsule on FA skeleton (left),25089,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.201912978319175,0.00372707904039176,,,continuous-25089-both_sexes--irnt
Weighted-mean L3 in tract medial lemniscus (left),25640,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.202037594790572,0.0100223002147874,,,continuous-25640-both_sexes--irnt
M15 Polyarthrosis,131868,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,5968,275617,0.20269421527482,0.0181500977781448,,,icd_first_occurrence-131868-both_sexes--
Mean FA in genu of corpus callosum on FA skeleton,25058,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.203519618223702,-0.00605706867693851,,,continuous-25058-both_sexes--irnt
Substances taken for depression,20546,categorical,,Online follow-up > Mental health > Depression,,22401,70731,0.204210086322972,0.0178604543961423,,,categorical-20546-both_sexes-3-
L91 Hypertrophic disorders of skin,131824,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,2770,278815,0.205537347844365,0.0390817710171372,,,icd_first_occurrence-131824-both_sexes--
Weighted-mean OD in tract inferior fronto-occipital fasciculus (right),25690,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.205816641077165,0.00476411229162736,,,continuous-25690-both_sexes--irnt
Townsend deprivation index at recruitment,189,continuous,,Population characteristics > Baseline characteristics,,281251,,0.206715013043957,-0.00444659693193846,,,continuous-189-both_sexes--irnt
Leg predicted mass (right),23114,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276681,,0.206914456697041,-0.00282923495662228,,,continuous-23114-both_sexes--irnt
H83 Other diseases of inner ear,131256,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,6755,274830,0.207300611721787,-0.030392034973055,,,icd_first_occurrence-131256-both_sexes--
Mean L3 in splenium of corpus callosum on FA skeleton,25300,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.207475631843181,-0.00367225359028134,,,continuous-25300-both_sexes--irnt
Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,25054,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14069,,0.208269137511906,0.0167510840297123,,,continuous-25054-both_sexes--irnt
Weighted-mean OD in tract anterior thalamic radiation (right),25680,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.20916361227489,0.0162770706660253,,,continuous-25680-both_sexes--irnt
Basal metabolic rate,23105,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276703,,0.209275294210161,-0.00288372592810983,,,continuous-23105-both_sexes--irnt
Arm fat percentage (left),23123,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276611,,0.209302790365199,-0.00338249187597876,,,continuous-23123-both_sexes--irnt
Mean L3 in superior corona radiata on FA skeleton (right),25320,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.209352015514836,-0.00816777194088991,,,continuous-25320-both_sexes--irnt
X50.1 Direct current cardioversion,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1992,279594,0.210467909212026,0.0341879842721524,,,categorical-41200-both_sexes-X501-
Weighted-mean L3 in tract anterior thalamic radiation (right),25626,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.21061837393985,-0.00720144031208207,,,continuous-25626-both_sexes--irnt
Mean ISOVF in superior corona radiata on FA skeleton (left),25465,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.211291327925819,0.0162558879534497,,,continuous-25465-both_sexes--irnt
Anxiety/panic attacks,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3902,277641,0.211609177014357,0.0199887399727509,,,categorical-20002-both_sexes-1287-
Age when last used oral contraceptive pill,2804,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,110192,,0.211816335066405,-0.00357458721482567,,,continuous-2804-both_sexes--irnt
Reticulocyte count,30250,continuous,,Biological samples > Assay results > Blood assays > Blood count,,268453,,0.213765699059424,0.00221695604709639,,,continuous-30250-both_sexes--irnt
End systolic pressure during PWA,12683,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17134,,0.213891533645579,-0.0153463636426142,,,continuous-12683-both_sexes--irnt
Leg fat-free mass (left),23117,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276664,,0.2150040562391,-0.0028256557544553,,,continuous-23117-both_sexes--irnt
Inguinal hernia repair,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4433,277110,0.215022982310042,0.0298692970173043,,,categorical-20004-both_sexes-1563-
Mean L1 in posterior limb of internal capsule on FA skeleton (right),25218,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.215403644106105,-0.0164949073994152,,,continuous-25218-both_sexes--irnt
X35.2 Intravenous chemotherapy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2402,279184,0.215416349447006,0.0327969661009573,,,categorical-41200-both_sexes-X352-
Y80.9 Unspecified general anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4803,276783,0.215428309439004,0.0331760495448272,,,categorical-41210-both_sexes-Y809-
"Volume of grey matter in Supramarginal Gyrus, anterior division (right)",25819,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.216089893486069,0.0127156149653673,,,continuous-25819-both_sexes--irnt
Frequency of failure to fulfil normal expectations due to drinking alcohol in last year,20407,continuous,,Online follow-up > Mental health > Alcohol use,,51479,,0.21670488246212,0.0022598591252039,,,continuous-20407-both_sexes--
H01.2 Emergency excision of abnormal appendix NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1413,280173,0.216945373808196,0.037724414252937,,,categorical-41200-both_sexes-H012-
L65 Other nonscarring hair loss,131782,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1765,279820,0.217502984291216,0.0277753726214847,,,icd_first_occurrence-131782-both_sexes--
Median T2star in pallidum (left),25032,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Susceptibility weighted brain MRI,,14767,,0.217619627265746,-0.016217574382325,,,continuous-25032-both_sexes--irnt
Multivitamin+mineral preparations,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3778,277765,0.217872322109457,-0.0406402195082073,,,categorical-20003-both_sexes-1140876592-
Mean FA in posterior limb of internal capsule on FA skeleton (right),25074,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.217990295769769,-0.00830671945652172,,,continuous-25074-both_sexes--irnt
Weighted-mean L2 in tract acoustic radiation (right),25597,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.220313557605093,0.0165698127583929,,,continuous-25597-both_sexes--irnt
Mean MO in medial lemniscus on FA skeleton (right),25160,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.220647603586195,0.00566757444661673,,,continuous-25160-both_sexes--irnt
Mean L3 in middle cerebellar peduncle on FA skeleton,25296,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.221850922227765,-0.00650542774749078,,,continuous-25296-both_sexes--irnt
"Volume of grey matter in Lateral Occipital Cortex, superior division (left)",25824,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.22186946882255,0.0089569307756027,,,continuous-25824-both_sexes--irnt
B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters,130336,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,3299,278286,0.223460865492229,-0.0406284820245851,,,icd_first_occurrence-130336-both_sexes--
Volume of pallidum (left),25017,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.224114231691226,0.0150326635518629,,,continuous-25017-both_sexes--irnt
Weighted-mean ICVF in tract anterior thalamic radiation (left),25652,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.224255151260303,0.0101795308451626,,,continuous-25652-both_sexes--irnt
Mean L2 in cingulum cingulate gyrus on FA skeleton (left),25283,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.224578534045118,-0.00810397124820515,,,continuous-25283-both_sexes--irnt
Metformin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,6943,274600,0.225033510759222,0.0170514192424993,,,categorical-20003-both_sexes-1140884600-
Weighted-mean FA in tract cingulate gyrus part of cingulum (left),25492,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.22524598292893,0.00883490924376414,,,continuous-25492-both_sexes--irnt
M22 Disorders of patella,131882,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1825,279760,0.226372508899755,0.024377806723853,,,icd_first_occurrence-131882-both_sexes--
Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left),25387,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.226811437773529,0.00822654619278125,,,continuous-25387-both_sexes--irnt
Weighted-mean FA in tract superior longitudinal fasciculus (left),25509,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.227644757432567,0.0150179582334946,,,continuous-25509-both_sexes--irnt
Leg fat-free mass (right),23113,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276681,,0.22805490434009,-0.00275245675358497,,,continuous-23113-both_sexes--irnt
K22 Other diseases of oesophagus,131586,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,9717,271868,0.228755066800512,-0.0231651290985457,,,icd_first_occurrence-131586-both_sexes--
"Volume of grey matter in Inferior Temporal Gyrus, temporooccipital part (right)",25813,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.230091787372845,0.00860510843341172,,,continuous-25813-both_sexes--irnt
Weighted-mean FA in tract cingulate gyrus part of cingulum (right),25493,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.231991312890171,0.0160415664500912,,,continuous-25493-both_sexes--irnt
Weighted-mean FA in tract inferior longitudinal fasciculus (left),25502,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.23202368839371,0.00794015692330751,,,continuous-25502-both_sexes--irnt
Weighted-mean FA in tract medial lemniscus (left),25505,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.233462974081434,-0.0159000741266651,,,continuous-25505-both_sexes--irnt
Muscle or soft tissue injuries,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2013,279530,0.233540934533756,0.0387401493517943,,,categorical-20002-both_sexes-1406-
Weighted-mean FA in tract inferior fronto-occipital fasciculus (left),25500,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.233953493209261,0.00687327665415082,,,continuous-25500-both_sexes--irnt
Weighted-mean ISOVF in tract acoustic radiation (left),25704,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.234531935690932,0.0164288851728305,,,continuous-25704-both_sexes--irnt
Weighted-mean MD in tract forceps minor,25526,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.235235772712944,-0.00105231716785183,,,continuous-25526-both_sexes--irnt
Arm fat mass (left),23124,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276590,,0.235499768088478,-0.00422330636141983,,,continuous-23124-both_sexes--irnt
Lisinopril,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,7658,273885,0.235513432781957,0.024633127771447,,,categorical-20003-both_sexes-1140860696-
O29.1 Subacromial decompression,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2357,279229,0.235705226481175,0.00795196661249529,,,categorical-41200-both_sexes-O291-
HDL cholesterol,30760,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,246179,,0.235725397181799,0.00166644942681154,,,continuous-30760-both_sexes--irnt
Weighted-mean FA in tract forceps major,25498,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.236679076141404,0.00198470069741506,,,continuous-25498-both_sexes--irnt
"M76 Enthesopathies of lower limb, excluding foot",131956,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,4588,276997,0.23743728990197,0.0240326988423727,,,icd_first_occurrence-131956-both_sexes--
K63.3 Angiocardiography of left side of heart NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5383,276203,0.2388911641981,-0.0307559026509276,,,categorical-41200-both_sexes-K633-
Mean MO in tapetum on FA skeleton (right),25198,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.238905389633155,-0.0160120842405918,,,continuous-25198-both_sexes--irnt
Whole body water mass,23102,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276713,,0.239139917437562,-0.00262713997372664,,,continuous-23102-both_sexes--irnt
Weighted-mean L2 in tract cingulate gyrus part of cingulum (right),25601,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.239572582677783,-0.0157067460909377,,,continuous-25601-both_sexes--irnt
"Trouble falling or staying asleep, or sleeping too much",20517,continuous,,Online follow-up > Mental health > Depression,,93151,,0.240284165589093,-0.00638579636041673,,,continuous-20517-both_sexes--
"Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)",25856,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.240698048265476,-0.0141615632238071,,,continuous-25856-both_sexes--irnt
L87.1 Stripping of long saphenous vein,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2181,279405,0.241138883162132,0.0366988499051871,,,categorical-41210-both_sexes-L871-
"Ever had known person concerned about, or recommend reduction of, alcohol consumption",20405,continuous,,Online follow-up > Mental health > Alcohol use,,93216,,0.241261456975335,-0.0000115983430286198,,,continuous-20405-both_sexes--
Mean MD in fornix cres+stria terminalis on FA skeleton (right),25142,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.241659464297049,-0.000566093237516644,,,continuous-25142-both_sexes--irnt
Weighted-mean MO in tract cingulate gyrus part of cingulum (left),25546,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.242153518068686,-0.00511641024517735,,,continuous-25546-both_sexes--irnt
Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right),25474,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.24284390277822,0.0158687896805254,,,continuous-25474-both_sexes--irnt
Frequency of difficulty controlling worry during worst period of anxiety,20537,continuous,,Online follow-up > Mental health > Anxiety,,28762,,0.243242130362259,-0.000811630080360227,,,continuous-20537-both_sexes--
Mean MD in cingulum hippocampus on FA skeleton (right),25140,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.244024990627969,-0.0159808592021944,,,continuous-25140-both_sexes--irnt
Z49.4 Skin of back,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4158,277428,0.244120347897212,0.00149664006893914,,,categorical-41210-both_sexes-Z494-
Weighted-mean ISOVF in tract posterior thalamic radiation (right),25724,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.244758910101036,0.0152387016032258,,,continuous-25724-both_sexes--irnt
C-reactive protein,30710,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267974,,0.244888574444718,0.00445505067184288,,,continuous-30710-both_sexes--irnt
Volume of grey matter in Angular Gyrus (right),25823,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.244946593975186,0.0149998461759662,,,continuous-25823-both_sexes--irnt
Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left),25654,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.245407434764001,0.0149297506667864,,,continuous-25654-both_sexes--irnt
