Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
K64 Haemorrhoids and perianal venous thrombosis,131650,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,19426,262159,0.283371141230661,0.0421055208534921,,,icd_first_occurrence-131650-both_sexes--
Apolipoprotein B,30640,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,267235,,0.283693050575371,0.0119946771735472,,,continuous-30640-both_sexes--irnt
Mean FA in anterior corona radiata on FA skeleton (left),25079,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.283695643399159,,,,continuous-25079-both_sexes--irnt
H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16027,265559,0.284890426262667,0.0286039813578718,,,categorical-41200-both_sexes-H221-
Recent easy annoyance or irritability,20505,continuous,,Online follow-up > Mental health > Anxiety,,92891,,0.285683596976787,0.0128739928726281,,,continuous-20505-both_sexes--
Mean MO in medial lemniscus on FA skeleton (left),25161,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.286933451249344,,,,continuous-25161-both_sexes--irnt
Q17.1 Endoscopic resection of lesion of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3752,149596,0.288586803394747,0.0468706364676789,,,categorical-41200-both_sexes-Q171-
Weighted-mean MD in tract middle cerebellar peduncle,25531,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.28869372435214,,,,continuous-25531-both_sexes--irnt
Fluid intelligence score,20016,continuous,,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,,100350,,0.291214897400077,-0.0148525853523444,,,continuous-20016-both_sexes--irnt
Ever thought that life not worth living,20479,continuous,,Online follow-up > Mental health > Self-harm behaviours,,92725,,0.292931272767863,-0.00817849107215376,,,continuous-20479-both_sexes--
Lisinopril,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,7658,273885,0.292980410696101,0.0460291909799312,,,categorical-20003-both_sexes-1140860696-
Z28.2 Caecum,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16548,265038,0.293056517304237,0.0251975733714309,,,categorical-41210-both_sexes-Z282-
Q18.1 Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,4052,149296,0.297950578365684,0.044487897783365,,,categorical-41200-both_sexes-Q181-
Mean L3 in medial lemniscus on FA skeleton (left),25305,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.300900901495223,,,,continuous-25305-both_sexes--irnt
Mean MD in body of corpus callosum on FA skeleton,25107,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.302031690211594,,,,continuous-25107-both_sexes--irnt
Weighted-mean OD in tract anterior thalamic radiation (left),25679,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.302176483720779,,,,continuous-25679-both_sexes--irnt
Volume of grey matter in Angular Gyrus (left),25822,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.302339231684767,,,,continuous-25822-both_sexes--irnt
"Heel bone mineral density (BMD) T-score, automated",78,continuous,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,153237,,0.302484564266307,-0.0173845164110643,,,continuous-78-both_sexes--irnt
Weighted-mean FA in tract uncinate fasciculus (right),25514,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.302535984114829,,,,continuous-25514-both_sexes--irnt
Age started smoking in current smokers,3436,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,20655,,0.302546640310817,-0.00969586769110816,,,continuous-3436-both_sexes--irnt
Whole body fat mass,23100,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276275,,0.303586498725736,0.0111964540071075,,,continuous-23100-both_sexes--irnt
Weighted-mean OD in tract superior thalamic radiation (left),25700,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.303607408077839,,,,continuous-25700-both_sexes--irnt
Fluid intelligence score,20191,continuous,,Online follow-up > Cognitive function online > Fluid intelligence / reasoning,,73386,,0.303848762049589,-0.0206458094138676,,,continuous-20191-both_sexes--irnt
Body mass index (BMI),21001,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280645,,0.303982582300508,0.0114591592349078,,,continuous-21001-both_sexes--irnt
Body mass index (BMI),23104,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276710,,0.304244537583285,0.0114562399402751,,,continuous-23104-both_sexes--irnt
Volume of peripheral cortical grey matter,25002,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.305129218995244,,,,continuous-25002-both_sexes--irnt
Mean ISOVF in corticospinal tract on FA skeleton (right),25446,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.307132753765335,,,,continuous-25446-both_sexes--irnt
Weighted-mean FA in tract parahippocampal part of cingulum (left),25494,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.307884896680672,,,,continuous-25494-both_sexes--irnt
Mean L1 in posterior thalamic radiation on FA skeleton (right),25228,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.308691110582112,,,,continuous-25228-both_sexes--irnt
Weighted-mean MD in tract forceps major,25525,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.309610109889957,,,,continuous-25525-both_sexes--irnt
Weighted-mean L2 in tract inferior longitudinal fasciculus (left),25610,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.312214400973992,,,,continuous-25610-both_sexes--irnt
Volume of putamen (right),25016,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.312688176052788,,,,continuous-25016-both_sexes--irnt
Volume of grey matter in Amygdala (left),25888,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.313069807817498,,,,continuous-25888-both_sexes--irnt
Weighted-mean OD in tract uncinate fasciculus (left),25702,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.313327118526078,,,,continuous-25702-both_sexes--irnt
Weighted-mean ICVF in tract inferior longitudinal fasciculus (left),25664,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.314085969534171,,,,continuous-25664-both_sexes--irnt
Arm fat mass (left),23124,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276590,,0.316337076555759,0.0110904045880097,,,continuous-23124-both_sexes--irnt
Polyunsaturated fat,100007,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.316395828341793,0.0223554782067475,,,continuous-100007-both_sexes--irnt
Pulse wave Arterial Stiffness index,21021,continuous,,UK Biobank Assessment Centre > Physical measures > Arterial stiffness,,101388,,0.316651792598843,0.0147181918595655,,,continuous-21021-both_sexes--irnt
Mean MO in pontine crossing tract on FA skeleton,25153,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.317611762067376,,,,continuous-25153-both_sexes--irnt
Age when periods started (menarche),2714,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,149031,,0.317858449153055,0.00661330611349272,,,continuous-2714-both_sexes--
"Volume of brain, grey+white matter (normalised for head size)",25009,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.318156512837889,,,,continuous-25009-both_sexes--irnt
Frequency of drinking alcohol,20414,continuous,,Online follow-up > Mental health > Alcohol use,,93228,,0.318542713673003,-0.025700909268921,,,continuous-20414-both_sexes--
Mean ISOVF in medial lemniscus on FA skeleton (left),25449,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.319158958762561,,,,continuous-25449-both_sexes--irnt
Arm fat percentage (right),23119,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276655,,0.319452197239097,0.00851473871785719,,,continuous-23119-both_sexes--irnt
Forced vital capacity (FVC),3062,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.320841475943241,-0.00353247201319878,,,continuous-3062-both_sexes--irnt
Weighted-mean FA in tract superior thalamic radiation (right),25512,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.321155650089428,,,,continuous-25512-both_sexes--irnt
Weighted-mean MO in tract medial lemniscus (left),25559,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.321211931843393,,,,continuous-25559-both_sexes--irnt
Mean OD in cingulum cingulate gyrus on FA skeleton (left),25427,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.322964113099182,,,,continuous-25427-both_sexes--irnt
A09 Diarrhoea and gastro-enteritis of presumed infectious origin,130018,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,8486,273099,0.32349475476335,0.0206862391996076,,,icd_first_occurrence-130018-both_sexes--
L50 Urticaria,131754,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,6252,275333,0.325502877226582,0.028380130800322,,,icd_first_occurrence-131754-both_sexes--
Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),25268,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.325672492209396,,,,continuous-25268-both_sexes--irnt
Mean ICVF in posterior thalamic radiation on FA skeleton (right),25372,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.327116494759226,,,,continuous-25372-both_sexes--irnt
Mean corpuscular haemoglobin concentration,30060,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273537,,0.327681756579328,0.0107625854875672,,,continuous-30060-both_sexes--irnt
Weighted-mean MD in tract posterior thalamic radiation (left),25534,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.327702844971965,,,,continuous-25534-both_sexes--irnt
White blood cell (leukocyte) count,30000,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273541,,0.330753824958442,0.0110557369594678,,,continuous-30000-both_sexes--irnt
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,19943,73183,0.331460243407981,0.0167013735705145,,,categorical-20544-both_sexes-11-
Arm fat percentage (left),23123,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276611,,0.332458338493888,0.00832006857929877,,,continuous-23123-both_sexes--irnt
Chest pain or discomfort,2335,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain,,44062,234558,0.332729486146403,0.0312163175393963,,,categorical-2335-both_sexes--
Weighted-mean ICVF in tract medial lemniscus (left),25667,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.33417510201417,,,,continuous-25667-both_sexes--irnt
Protein,100003,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.334825582512895,0.00407753196123723,,,continuous-100003-both_sexes--irnt
Volume of grey matter in Planum Temporale (right),25873,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.335114781556603,,,,continuous-25873-both_sexes--irnt
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,5418,68724,0.33615832865578,0.0256734676656443,,,categorical-20126-both_sexes-3-
"Volume of grey matter in Cingulate Gyrus, posterior division (right)",25841,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.337287588592002,,,,continuous-25841-both_sexes--irnt
Ever sought or received professional help for mental distress,20499,categorical,,Online follow-up > Mental health > Mental distress,,36506,56539,0.337731562196273,-0.00839194263728152,,,categorical-20499-both_sexes--
Y98.1 Radiology of one body area (or < 20 minutes),41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,17051,264535,0.338587978940934,0.0298118481196382,,,categorical-41210-both_sexes-Y981-
Mean L3 in retrolenticular part of internal capsule on FA skeleton (left),25317,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.339205767837446,,,,continuous-25317-both_sexes--irnt
Mean ICVF in tapetum on FA skeleton (right),25390,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.341970829834104,,,,continuous-25390-both_sexes--irnt
Volume of grey matter in Crus I Cerebellum (vermis),25901,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.342221460671193,,,,continuous-25901-both_sexes--irnt
Longest period of unenthusiasm / disinterest,5375,continuous,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,27772,,0.342488049496277,-0.0119505452240812,,,continuous-5375-both_sexes--irnt
Weighted-mean L2 in tract forceps major,25606,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.343926730879848,,,,continuous-25606-both_sexes--irnt
Mean OD in medial lemniscus on FA skeleton (right),25400,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.344507178858044,,,,continuous-25400-both_sexes--irnt
Weighted-mean MD in tract inferior fronto-occipital fasciculus (left),25527,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.348623907892176,,,,continuous-25527-both_sexes--irnt
Weighted-mean MD in tract posterior thalamic radiation (right),25535,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.349246718265382,,,,continuous-25535-both_sexes--irnt
Mean MD in retrolenticular part of internal capsule on FA skeleton (right),25124,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.349372783307052,,,,continuous-25124-both_sexes--irnt
Maximum carotid IMT (intima-medial thickness) at 240 degrees ,22681,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18561,,0.349924679356424,,,,continuous-22681-both_sexes--irnt
"Trouble falling or staying asleep, or sleeping too much",20517,continuous,,Online follow-up > Mental health > Depression,,93151,,0.350162368883226,-0.0179348481279028,,,continuous-20517-both_sexes--
Weighted-mean L2 in tract middle cerebellar peduncle,25612,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.351365924060504,,,,continuous-25612-both_sexes--irnt
H02 Other disorders of eyelid,131132,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,6422,275163,0.352253143094555,0.0399793420183244,,,icd_first_occurrence-131132-both_sexes--
Mean L3 in cerebral peduncle on FA skeleton (right),25310,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.352449822559663,,,,continuous-25310-both_sexes--irnt
Neuroticism score,20127,continuous,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,228038,,0.352660758391159,0.00672185752016728,,,continuous-20127-both_sexes--irnt
Phosphate,30810,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,245839,,0.353651343667567,0.00539852835180219,,,continuous-30810-both_sexes--irnt
Z28.5 Descending colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6798,274788,0.353699015813144,0.0396164883747241,,,categorical-41210-both_sexes-Z285-
Volume of grey matter in Ventral Striatum (left),25890,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.3549296605352,,,,continuous-25890-both_sexes--irnt
Mean MO in fornix cres+stria terminalis on FA skeleton (right),25190,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.355650496557965,,,,continuous-25190-both_sexes--irnt
Arm fat mass (right),23120,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276634,,0.35576792861929,0.0104696420405545,,,continuous-23120-both_sexes--irnt
Mean L3 in middle cerebellar peduncle on FA skeleton,25296,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.35592675678939,,,,continuous-25296-both_sexes--irnt
K29 Gastritis and duodenitis,131598,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,26950,254635,0.356930301081118,0.00534528407996136,,,icd_first_occurrence-131598-both_sexes--
Peak expiratory flow (PEF),3064,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.358913144581115,-0.00908494334772108,,,continuous-3064-both_sexes--irnt
Mean L1 in anterior corona radiata on FA skeleton (left),25223,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.359104910738436,,,,continuous-25223-both_sexes--irnt
Weighted-mean MO in tract cingulate gyrus part of cingulum (right),25547,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.359118011409492,,,,continuous-25547-both_sexes--irnt
Mean L2 in cingulum hippocampus on FA skeleton (right),25284,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.359459405175823,,,,continuous-25284-both_sexes--irnt
Mean L3 in sagittal stratum on FA skeleton (right),25326,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.361247482877673,,,,continuous-25326-both_sexes--irnt
Mean L1 in uncinate fasciculus on FA skeleton (left),25245,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.36271858314348,,,,continuous-25245-both_sexes--irnt
Mean MO in posterior limb of internal capsule on FA skeleton (right),25170,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.363345091495859,,,,continuous-25170-both_sexes--irnt
Weighted-mean MD in tract medial lemniscus (left),25532,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.364540830935143,,,,continuous-25532-both_sexes--irnt
Weighted-mean ISOVF in tract acoustic radiation (left),25704,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.364887977781456,,,,continuous-25704-both_sexes--irnt
M75 Shoulder lesions,131954,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,18392,263193,0.365179760687214,-0.0431933824497366,,,icd_first_occurrence-131954-both_sexes--
H25 Senile cataract,131164,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,8040,273545,0.365955849073457,0.029896721733207,,,icd_first_occurrence-131164-both_sexes--
Mean L2 in cingulum hippocampus on FA skeleton (left),25285,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.366088878162612,,,,continuous-25285-both_sexes--irnt
Bilateral oophorectomy (both ovaries removed),2834,categorical,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,12390,138785,0.366239009004717,-0.0441526825954318,,,categorical-2834-both_sexes--
"Tense, sore, or aching muscles during worst period of anxiety",20417,categorical,,Online follow-up > Mental health > Anxiety,,10407,16091,0.368311194272488,0.0410410873059421,,,categorical-20417-both_sexes--
High light scatter reticulocyte percentage,30290,continuous,,Biological samples > Assay results > Blood assays > Blood count,,268454,,0.368683020973769,0.0108565277017737,,,continuous-30290-both_sexes--irnt
Mean L3 in body of corpus callosum on FA skeleton,25299,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.369556523977413,,,,continuous-25299-both_sexes--irnt
Mean MD in cingulum hippocampus on FA skeleton (left),25141,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.370890180558446,,,,continuous-25141-both_sexes--irnt
Y97.3 Radiology with post contrast,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8243,273343,0.370898867423319,0.0284431275729269,,,categorical-41210-both_sexes-Y973-
Weighted-mean ISOVF in tract inferior longitudinal fasciculus (left),25718,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.371513260067008,,,,continuous-25718-both_sexes--irnt
Trunk fat percentage,23127,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276550,,0.373154949794923,0.00944566484847425,,,continuous-23127-both_sexes--irnt
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,5020,69122,0.375428775009342,0.0239502409361061,,,categorical-20126-both_sexes-5-
Mean OD in sagittal stratum on FA skeleton (left),25423,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.375558402114037,,,,continuous-25423-both_sexes--irnt
Volume of hippocampus (right),25020,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.376407938506801,,,,continuous-25020-both_sexes--irnt
Starch,100023,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.37689257813708,-0.0197773973432219,,,continuous-100023-both_sexes--irnt
Mean L3 in cingulum hippocampus on FA skeleton (left),25333,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.377829907446636,,,,continuous-25333-both_sexes--irnt
W82.2 Endoscopic resection of semilunar cartilage NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,8322,273264,0.378849161299393,0.0372416663841472,,,categorical-41200-both_sexes-W822-
Weighted-mean L2 in tract superior thalamic radiation (right),25620,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.379247843502,,,,continuous-25620-both_sexes--irnt
Arm predicted mass (left),23126,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276573,,0.380194931716918,0.0063921852051599,,,continuous-23126-both_sexes--irnt
Weighted-mean MD in tract corticospinal tract (left),25523,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.380285596448968,,,,continuous-25523-both_sexes--irnt
Recent feelings of tiredness or low energy,20519,continuous,,Online follow-up > Mental health > Depression,,93164,,0.380914919897049,-0.015336686018413,,,continuous-20519-both_sexes--
Mean OD in pontine crossing tract on FA skeleton,25393,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.382511686256883,,,,continuous-25393-both_sexes--irnt
N32 Other disorders of bladder,132058,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,9364,272221,0.382975193614044,0.0333862238016531,,,icd_first_occurrence-132058-both_sexes--
Mean MD in retrolenticular part of internal capsule on FA skeleton (left),25125,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.383422475299009,,,,continuous-25125-both_sexes--irnt
Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right),25364,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.384671862994225,,,,continuous-25364-both_sexes--irnt
B34 Viral infection of unspecified site,130224,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,6347,275238,0.385229998781539,0.0354771371201403,,,icd_first_occurrence-130224-both_sexes--
Mean L1 in genu of corpus callosum on FA skeleton,25202,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.385393573072563,,,,continuous-25202-both_sexes--irnt
Volume of grey matter in Subcallosal Cortex (left),25834,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.385651828541364,,,,continuous-25834-both_sexes--irnt
Bilateral oophorectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,12030,141298,0.385814470721448,-0.0439177315679372,,,categorical-20004-both_sexes-1355-
Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (right),25709,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.385988639888492,,,,continuous-25709-both_sexes--irnt
Mean L1 in body of corpus callosum on FA skeleton,25203,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.38637920911993,,,,continuous-25203-both_sexes--irnt
K80 Cholelithiasis,131674,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,15687,265898,0.386862795784002,-0.0432824437991234,,,icd_first_occurrence-131674-both_sexes--
B35 Dermatophytosis,130226,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,18717,262868,0.388423135743404,-0.042884160973813,,,icd_first_occurrence-130226-both_sexes--
Mean L1 in tapetum on FA skeleton (right),25246,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.390299808777879,,,,continuous-25246-both_sexes--irnt
Mean carotid IMT (intima-medial thickness) at 150 degrees ,22674,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18767,,0.390599546201948,,,,continuous-22674-both_sexes--irnt
H22.9 Unspecified diagnostic endoscopic examination of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,21348,260238,0.390694559096848,0.0141984887690615,,,categorical-41200-both_sexes-H229-
"Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left)",25870,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.390718303953329,,,,continuous-25870-both_sexes--irnt
Weighted-mean MO in tract medial lemniscus (right),25560,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.392277333276599,,,,continuous-25560-both_sexes--irnt
